SomaID	num_samples	BETA	SE	P	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol
X10758.2	2996	0.0198902178600116	0.0293775036046415	0.498423201118109	Keratocan	KERA	O60938	11081	KERA
X10760.107	3059	-0.00540428301078105	0.0323793338426114	0.867455696870581	Glutamate receptor 4	GRIA4	P48058	2893	GRIA4
X10761.5	3049	0.0243139489816186	0.031887422983451	0.44582519963668	Transmembrane emp24 domain-containing protein 2	TMED2	Q15363	10959	TMED2
X10762.2	2893	-0.0199312345757352	0.0340029988811512	0.557813495848874	Killer cell lectin-like receptor subfamily G member 2:N-term	KLRG2:N-term	A4D1S0	346689	KLRG2
X10767.52	3048	0.0252992571898393	0.0313098309790473	0.41913750783255	G-protein coupled receptor 64	GPR64	Q8IZP9	10149	ADGRG2
X10780.10	2868	0.0208231356023454	0.0337377358658259	0.537148339129316	Ras-related protein Rab-3D	RAB3D	O95716	9545	RAB3D
X10781.19	2865	0.0393794824932255	0.0329812284586692	0.232579170040037	C-type lectin domain family 4 member G	CLC4G	Q6UXB4	339390	CLEC4G
X10785.8	2853	-0.000302164375835617	0.0303918829078896	0.992068048130322	Leucine-rich repeat-containing protein 52	LRC52	Q8N7C0	440699	LRRC52
X10798.4	3056	-0.00657505620445745	0.0319758080690913	0.83709693914634	CMRF35-like molecule 2	CLM2	Q496F6	342510	CD300E
X10800.15	2896	-0.0260899127889905	0.03139765302483	0.406070524418745	Serpin H1	Collagen-binding protein	P50454	871	SERPINH1
X10801.11	2910	0.0270344031309021	0.033174771427555	0.415192092943644	Ephrin-A2	Ephrin-A2	O43921	1943	EFNA2
X10809.14	3056	0.0435999346492491	0.0329053545154023	0.185267833325237	Killer cell lectin-like receptor subfamily B member 1	KLRB1	Q12918	3820	KLRB1
X10814.7	3058	0.0370120665443936	0.0308010856493397	0.229593926496203	T-cell surface glycoprotein CD1a	CD1A	P06126	909	CD1A
X10815.2	3057	-0.0051421100879203	0.0334692472176947	0.87790631896029	Intracellular hyaluronan-binding protein 4	HABP4	Q5JVS0	22927	HABP4
X10816.150	3093	0.00148210276707979	0.0333829837731095	0.964590886149825	Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14	PILRA isoform FDF03-M14	Q9UKJ1	29992	PILRA
X10817.26	2867	0.025532881949809	0.0312296526068645	0.413663124517191	TOMM20-like protein 1	TO20L	Q6UXN7	387990	TOMM20L
X10818.36	3063	-0.0177285880057884	0.0328768315703479	0.589759078685083	Sphingomyelin phosphodiesterase	ASM	P17405	6609	SMPD1
X10819.108	2809	0.000878171502897377	0.0318850196356098	0.978029562434428	Fibulin-1	fibulin 1	P23142	2192	FBLN1
X10825.12	3044	0.00927793271500174	0.0307681914337412	0.763021282947179	V-set and immunoglobulin domain-containing protein 10	VSI10	Q8N0Z9	54621	VSIG10
X10827.67	3055	0.0165735197674411	0.0320957432616549	0.605628544548848	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3	LIGO3	P0C6S8	645191	LINGO3
X10830.5	3046	0.0125717001947736	0.0333904487498139	0.706567349135227	EF-hand calcium-binding domain-containing protein 14:N-term	K0494:N-term	O75071	9813	EFCAB14
X10832.24	3050	0.00891571415423544	0.0328132849100958	0.785863209164393	Beta-1,4-galactosyltransferase 6	B4GT6	Q9UBX8	9331	B4GALT6
X10833.64	3071	0.0291534738603183	0.0329777217597156	0.376747028132006	Hedgehog-interacting protein	HHIP	Q96QV1	64399	HHIP
X10835.25	2970	-0.0543418937275505	0.0288948001614904	0.0601141957951556	Alpha-1,4-N-acetylglucosaminyltransferase	A4GCT	Q9UNA3	51146	A4GNT
X10842.7	3043	0.00525406744907922	0.0322536294814554	0.870609293467056	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	GCNT4	Q9P109	51301	GCNT4
X10847.1	2798	-0.0343432178936605	0.0330343033323854	0.298605971220369	Sialic acid-binding Ig-like lectin 15	SIG15	Q6ZMC9	284266	SIGLEC15
X10848.137	3066	0.0167680096835249	0.0330843828795871	0.612314076699216	Butyrophilin-like protein 3	BTNL3	Q6UXE8	10917	BTNL3
X10851.77	3059	0.0286338928217508	0.031327968056103	0.360787461056091	Interleukin-27 subunit beta	IL27B	Q14213	10148	EBI3
X10852.114	2991	0.00202091216276893	0.0291320840054917	0.944699262649797	Heterogeneous nuclear ribonucleoprotein D-like	HNRDL	O14979	9987	HNRNPDL
X10854.15	2869	0.0261353373374724	0.0337349483063373	0.438566197818993	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	GCNT4	Q9P109	51301	GCNT4
X10866.60	2936	0.00193583356768025	0.0305726084342289	0.949516672878708	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	P4R3A	Q6IN85	55671	PPP4R3A
X10870.32	2893	0.0411045042396207	0.0328524378741887	0.210968956104801	Spastin:Microtubule interacting and trafficking domain	Spastin:MIT	Q9UBP0	6683	SPAST
X10876.300	3043	0.0513920609126248	0.0329541398471351	0.118982604474343	BRCA1-associated ATM activator 1	BRAT1	Q6PJG6	221927	BRAT1
X10880.38	3085	-0.00702276395328977	0.0311340485517331	0.821554555878801	Protein FAM163B	F163B	P0C2L3	642968	FAM163B
X10882.12	2889	-0.0447047309495322	0.0340001189896505	0.188669029482203	Desmocollin-1	Desmocollin-1	Q08554	1823	DSC1
X10885.36	2953	-0.0855214495528744	0.0333251069181837	0.0103291052628558	Bombesin receptor-activated protein C6orf89	CF089	Q6UWU4	221477	C6orf89
X10889.2	3045	-0.0062734592595731	0.0302923973422804	0.83594823757018	Melanocortin-2 receptor accessory protein 2	MRAP2	Q96G30	112609	MRAP2
X10890.135	3066	7.3173487554073e-05	0.0332614645249103	0.998244841617909	Lactase-like protein	LCTL	Q6UWM7	197021	LCTL
X10892.8	3056	0.0389547346222361	0.0311516493760761	0.211218427544521	Oncostatin-M-specific receptor subunit beta	OSMR	Q99650	9180	OSMR
X10894.25	2867	-0.000805784242959564	0.0319899843846099	0.979906269121451	Secretagogin	Secretagogin	O76038	10590	SCGN
X10895.28	3027	0.0568778222973355	0.0325868394152059	0.081013795306923	Transmembrane protease serine 11B	TM11B	Q86T26	132724	TMPRSS11B
X10900.272	3070	0.0156011409439499	0.0313391897271748	0.618649973962311	Stathmin-2	STMN2	Q93045	11075	STMN2
X10903.50	3070	0.00674740876660849	0.0316724974727801	0.831312522115165	Syntaxin-8	STX8	Q9UNK0	9482	STX8
X10907.116	3073	0.0164572136610387	0.032441933140483	0.61199364408726	Neurotrimin	NTRI	Q9P121	50863	NTM
X10908.2	3056	-0.019149809478075	0.0325337061658053	0.556163900881571	Polypeptide N-acetylgalactosaminyltransferase 13	GLT13	Q8IUC8	114805	GALNT13
X10910.6	3017	-0.0173868295148985	0.0304663096572426	0.5682525048263	Carcinoembryonic antigen-related cell adhesion molecule 4	CEAM4	O75871	1089	CEACAM4
X10916.44	3070	0.0197284001472229	0.0314762803918335	0.530856858426349	Secretory phospholipase A2 receptor	PLA2R	Q13018	22925	PLA2R1
X10917.40	3054	-0.012307977301575	0.0331098300421306	0.710118594537833	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2	GBGT2	O14610	2793	GNGT2
X10924.258	3060	0.051209475799143	0.0324756988720372	0.11493329866378	Neuferricin	NEUFC	Q8WUJ1	124936	CYB5D2
X10933.107	3037	0.0249329487011134	0.0332472618534215	0.453358659046517	Calcium-binding protein 8	CABP8	Q9BXU9	83698	CALN1
X10938.13	3080	0.0188040970484871	0.0304008639483231	0.536266814230647	Lymphocyte function-associated antigen 3	sLFA-3	P19256	965	CD58
X10939.16	3074	-0.0247315657049885	0.0315361290156244	0.432966462989537	Pleckstrin homology domain-containing family A member 4	PKHA4	Q9H4M7	57664	PLEKHA4
X10940.25	3062	0.0280187006325755	0.0326830685230873	0.391355259238785	Sarcalumenin	SRCA	Q86TD4	6345	SRL
X10945.11	3055	0.0408403658393547	0.0312551864486826	0.191422561764471	Syntaxin-6	Syntaxin-6	O43752	10228	STX6
X10948.14	3062	-0.0224952901069363	0.0328827986859601	0.493961121052195	Phospholipase D3	PLD3	Q8IV08	23646	PLD3
X10949.59	3051	-0.048936891665563	0.0328872800936636	0.136850369563698	60S acidic ribosomal protein P2	RLA2	P05387	6181	RPLP2
X10953.14	3058	-0.00204178401699645	0.0316868768663713	0.948627110354499	C-type lectin domain family 2 member A	CLC2A	Q6UVW9	387836	CLEC2A
X10955.4	3056	0.0497995346478346	0.0314472007443974	0.113391169525545	C-type lectin domain family 10 member A	CLC10	Q8IUN9	10462	CLEC10A
X10956.82	3045	-0.0196355473088878	0.0305205768428448	0.520043127601105	Glycine cleavage system H protein, mitochondrial	GCSH	P23434	2653	GCSH
X10959.125	3071	0.04886865028492	0.0318785979587414	0.12538953151465	BET1-like protein	BET1L	Q9NYM9	51272	BET1L
X10961.15	3039	0.0351858598267351	0.0317045837060253	0.267172427786936	Retinoic acid receptor responder protein 3	TIG3	Q9UL19	5920	PLAAT4
X10966.1	2921	-0.0130835239811234	0.0341456711615969	0.701623483205302	Alpha-2-HS-glycoprotein	a2-HS-Glycoprotein	P02765	197	AHSG
X10967.12	2790	0.0207765465751765	0.032151217449414	0.518194928331504	Prolactin	PRL	P01236	5617	PRL
X10970.3	2909	0.051441495100148	0.0325844805327812	0.114512135147843	Ecto-ADP-ribosyltransferase 3	NAR3	Q13508	419	ART3
X10974.20	3028	-0.0117248130543372	0.0316768097403631	0.71130531444647	Serine protease inhibitor Kazal-type 7	ISK7	P58062	84651	SPINK7
X10975.59	3032	0.0262814510643049	0.0316515057472364	0.406413725680379	Mucin-like protein 1	MUCL1	Q96DR8	118430	MUCL1
X10976.44	2886	0.0751996349842853	0.0325488853162222	0.0209392084236295	Mucin-1:region 3	MUC1:region 3	P15941	4582	MUC1
X10977.55	3071	0.0234162437117925	0.0313463171110037	0.455110859287416	Unique cartilage matrix-associated protein	UCMA	Q8WVF2	221044	UCMA
X10978.39	3034	0.0246490895997868	0.0332096579159663	0.458008156759492	Growth hormone variant	SOM2	P01242	2689	GH2
X10980.11	2752	0.0501856974304919	0.0338407306837176	0.138191053616137	Acetylcholinesterase	ACES	P22303	43	ACHE
X10981.56	3066	0.00784335065842592	0.032358132443502	0.808492858574441	Pro-neuregulin-3, membrane-bound isoform	NRG3	P56975	10718	NRG3
X10990.21	3017	0.0870185299828431	0.0324341463109469	0.00733828342050345	Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	Q5S007	120892	LRRK2
X11067.13	3073	0.0209867334680355	0.02977737583309	0.480996227349382	Osteocalcin	Osteocalcin	P02818	632	BGLAP
X11071.1	3053	0.0269668633857108	0.0327685611982907	0.410601798941643	Interleukin-5	IL-5	P05113	3567	IL5
X11081.1	2769	0.00166510737440483	0.0328179839393144	0.959538276076842	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	GPDA	P21695	2819	GPD1
X11083.23	2863	-0.00490838478978778	0.0312396317969936	0.875161126753824	Gamma-enolase	NSE	P09104	2026	ENO2
X11089.7	3064	0.0400658515502579	0.0312965480773942	0.200572619031434	Immunoglobulin A	IgA	P01876|P01877	3493 3494	IGHA1|IGHA2
X11094.104	2984	0.0122023863153704	0.033244976544678	0.713612121634762	Galectin-10	LPPL	Q05315	1178	CLC
X11096.57	3028	0.0258035843682973	0.0322237179339885	0.423331938730132	HemK methyltransferase family member 2	HEMK2	Q9Y5N5	29104	N6AMT1
X11098.1	2955	-0.000441488768373054	0.0329870744043519	0.989322592772734	Pyridoxal kinase	PDXK	O00764	8566	PDXK
X11101.18	3038	0.0211434508235306	0.0326182161712008	0.516898704889115	Toll-like receptor 4	TLR4	O00206	7099	TLR4
X11102.22	3029	0.0354406397310335	0.0319870800834452	0.267964834981365	Regenerating islet-derived protein 4	REG4	Q9BYZ8	83998	REG4
X11103.24	3037	-0.0434040102751124	0.0318755829021358	0.17340427480589	Heat shock protein beta-1	HSP 27	P04792	3315	HSPB1
X11104.13	3090	0.0294473237091185	0.0327630552591742	0.36883175834549	Chitinase-3-like protein 1	YKL-40	P36222	1116	CHI3L1
X11105.171	3046	0.0370728606126522	0.032344303472349	0.251805700783675	Alpha-enolase	Alpha enolase	P06733	2023	ENO1
X11107.25	3059	-0.019485571538129	0.0322443774063236	0.545683429147159	Teneurin-3	TEN3	Q9P273	55714	TENM3
X11109.56	3064	0.0385603275659288	0.0317483696730613	0.224628201712038	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18	SVEP1:Sushi 15-18	Q4LDE5	79987	SVEP1
X11110.4	3057	-0.00108116778535946	0.0329482190912875	0.973824959528615	Transmembrane protein 119	TM119	Q4V9L6	338773	TMEM119
X11112.18	3047	0.0392859203806995	0.0332111516875278	0.23693669156635	Protein kish-A	KISHA	Q8TBQ9	153339	TMEM167A
X11116.16	3042	0.019707717884071	0.0329366781793012	0.549650296796591	Uncharacterized protein C11orf87	CK087	Q6NUJ2	399947	C11orf87
X11117.2	3040	-0.0237797425085629	0.0332886701289736	0.475066563464174	Spermatogenesis-associated protein 20	SPT20	Q8TB22	64847	SPATA20
X11118.107	3016	0.0236674030396414	0.0328076406863011	0.470720507055187	Ras-related protein Rab-17	RAB17	Q9H0T7	64284	RAB17
X11120.49	3061	-0.0693384534693902	0.0332513057870176	0.0371269531557858	N-acetyltransferase 14	NAT14	Q8WUY8	57106	NAT14
X11121.56	2898	0.0185962774079686	0.0333870114458862	0.577576799155655	Brorin	VWC2	Q2TAL6	375567	VWC2
X11122.97	3029	0.0280376304363048	0.0316102735443127	0.375161689652605	Maspardin	SPG21	Q9NZD8	51324	SPG21
X11126.102	2998	0.00244795934430224	0.0335293103578741	0.941803453162095	Triple functional domain protein	TRIO	O75962	7204	TRIO
X11128.29	3029	0.0179572308463024	0.0318798562461429	0.573287538449867	Transmembrane protein 132C:Cytoplasmic domain	T132C:CD	Q8N3T6	92293	TMEM132C
X11129.66	2817	-0.0314086765300777	0.0330245409799713	0.341650936179254	Bone morphogenetic protein 15	BMP15	O95972	9210	BMP15
X11130.158	3060	0.00223867025491007	0.030456211860971	0.941409475668977	Voltage-dependent L-type calcium channel subunit beta-4	CACB4	O00305	785	CACNB4
X11134.30	3051	-0.0274815082293173	0.0329874372307133	0.404859803121566	Peptide chain release factor 1-like, mitochondrial	RF1ML	Q9UGC7	54516	MTRF1L
X11135.5	3027	0.0458525559101142	0.032912592114546	0.163674349444947	39S ribosomal protein L55, mitochondrial	RM55	Q7Z7F7	128308	MRPL55
X11137.43	3047	0.0347418432548655	0.0325687551378079	0.286182304186456	Cytokine receptor common subunit beta:Cytoplasmic domain	IL3RB:CD	P32927	1439	CSF2RB
X11138.16	3045	-0.0416926412239545	0.0326802143723502	0.202132970555653	Runt-related transcription factor 3	RUNX3	Q13761	864	RUNX3
X11140.56	3039	0.0404526332569742	0.0325794323720515	0.214458248920594	Collagen alpha-1(I) chain:C-term propeptide	CO1A1:C-term propeptide	P02452	1277	COL1A1
X11142.11	3072	0.0593401170679722	0.0299408712023087	0.0475792191300024	Angiopoietin-related protein 1:C-Term, Fibrinogen domian	ANGL1:C-term	O95841	9068	ANGPTL1
X11143.32	3048	-0.0170107583425363	0.0326773390478892	0.602706356688732	Noelin-3:Isoform 2, N-term	NOE3:N-term	Q96PB7	118427	OLFM3
X11144.10	3035	-0.0287728843598375	0.0329512614043682	0.382626489352231	Beta-defensin 116	DB116	Q30KQ4	245930	DEFB116
X11145.72	3071	-0.0213956491274605	0.0316415996525249	0.498973164419071	UPF0606 protein KIAA1549L	K154L	Q6ZVL6	25758	KIAA1549L
X11146.4	3058	-0.0409258630860532	0.0327651813026414	0.211737670354668	T-box transcription factor TBX22	TBX22	Q9Y458	50945	TBX22
X11147.17	3047	0.0434688386140065	0.0332100305412287	0.190665637269649	Trem-like transcript 1 protein:immunoreceptor tyrosine-based inhibition motif	TRML1:ITIM	Q86YW5	340205	TREML1
X11149.3	3048	0.0693239805711822	0.033183193470436	0.036779708912912	Toll-like receptor 1:Cytoplasmic domain	TLR1:CD	Q15399	7096	TLR1
X11150.3	2909	0.0160189095201016	0.0334415573853597	0.631966435755446	Collagen alpha-1(VI) chain	Collagen a1(VI)	P12109	1291	COL6A1
X11152.46	3006	0.0670146867397104	0.0330586214866789	0.0427364076389055	Kallikrein-13	kallikrein 13	Q9UKR3	26085	KLK13
X11154.3	3035	-0.0253314867126177	0.0324823472534164	0.43553830626394	Nuclear factor erythroid 2-related factor 1	NF2L1	Q14494	4779	NFE2L1
X11155.16	3043	-0.0283761907089065	0.0326033131215808	0.384180266134784	Collagen alpha-5(VI) chain	CO6A5	A8TX70	256076	COL6A5
X11158.40	3055	0.0521845424815276	0.0323840307897032	0.107190804611378	Bicaudal D-related protein 1	BICR1	Q6ZP65	92558	BICDL1
X11159.14	2867	-0.00021882572609456	0.0340450017976673	0.994872049754294	Mitochondrial ubiquitin ligase activator of NFKB 1:Cytoplasmic domain	MUL1:CD	Q969V5	79594	MUL1
X11160.56	3068	0.0235682117438462	0.0323399613890094	0.466202017034267	RING finger protein 122	RN122	Q9H9V4	79845	RNF122
X11161.5	3058	0.0865604686534116	0.0313706076971817	0.00582764630779982	Spartin	SPG20	Q8N0X7	23111	SPART
X11162.37	3035	0.0209317074259943	0.0305213544846311	0.492888817880936	Equatorin	EQTN	Q9NQ60	54586	EQTN
X11163.7	3052	-0.0264913305414148	0.0328349799878764	0.419844045477773	Protein FAM162B	F162B	Q5T6X4	221303	FAM162B
X11164.7	3055	0.0176408763136776	0.032238760471368	0.584285423029377	Teneurin-2	TEN2	Q9NT68	57451	TENM2
X11167.6	3036	0.0254750421886323	0.0325946803262429	0.434528593474809	Myotubularin-related protein 1	MTMR1	Q13613	8776	MTMR1
X11168.3	3049	0.0589433973638002	0.032983878854226	0.0740319410954094	Multiple epidermal growth factor-like domains protein 10	MEG10	Q96KG7	84466	MEGF10
X11173.29	3056	0.0673379418852176	0.0321493438570222	0.0362953279889152	Allergin-1	MILR1	Q7Z6M3	284021	MILR1
X11174.8	2903	0.00449511873569057	0.0334084861530567	0.892976943677068	Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 6	THS7A:TSP type-1 domain 6	Q9UPZ6	221981	THSD7A
X11175.45	3064	-0.0147952906043709	0.0330282025959012	0.654214573094647	Lysophosphatidylcholine acyltransferase 2	PCAT2	Q7L5N7	54947	LPCAT2
X11177.16	3041	-0.051148206106736	0.0320428500677688	0.110539344792581	Keratin, type II cytoskeletal 5	K2C5	P13647	3852	KRT5
X11178.21	3057	0.054632246924913	0.0315117093855206	0.0830709819693011	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6	SVEP1:EGF-like domains 4-6	Q4LDE5	79987	SVEP1
X11179.7	3042	-0.0108774933341556	0.0326611110766916	0.739126431168004	Testis-specific serine/threonine-protein kinase 1	TSSK1	Q9BXA7	83942	TSSK1B
X11180.17	3007	0.00863764315587137	0.0334419145917849	0.796202561243058	SWI/SNF complex subunit SMARCC1	SMRC1	Q92922	6599	SMARCC1
X11184.51	2860	-0.018003203015633	0.0333605676354311	0.589477329229588	Chromogranin-A	CgA	P10645	1113	CHGA
X11185.145	3036	0.0305694597704556	0.0329446585476876	0.353532242094373	GTP cyclohydrolase 1	GCH1	P30793	2643	GCH1
X11186.12	3036	0.0060602367074162	0.0331039999015662	0.854758116281053	Transmembrane protein 52	TMM52	Q8NDY8	339456	TMEM52
X11187.11	3090	-0.00195026383096458	0.0331323227294395	0.953065172838129	C-type lectin domain family 12 member A	CL12A	Q5QGZ9	160364	CLEC12A
X11190.129	3020	-0.0119161039690222	0.0334145252066016	0.721405605930239	ATP-dependent zinc metalloprotease YME1L1	YMEL1	Q96TA2	10730	YME1L1
X11192.168	3047	0.0330055267284322	0.0327995988755567	0.314362435909746	Tubulointerstitial nephritis antigen-like	TINAL	Q9GZM7	64129	TINAGL1
X11193.27	3037	0.0327533493074166	0.0333367355552094	0.325932580140474	Hepatocyte nuclear factor 1-alpha	HNF1A	P20823	6927	HNF1A
X11194.6	2984	0.0359867966641776	0.0336514883902272	0.284978306580112	Signaling threshold-regulating transmembrane adapter 1	SIT1	Q9Y3P8	27240	SIT1
X11196.31	3068	0.0386743201526586	0.0293035366879552	0.187006864685022	Collagen alpha-3(VI) chain:Bovine pancreatic trypsin inhibitor/Kunitz inhibitor domain, isoform 1	Collagen alpha-3(VI):BPTI/Kunitz inhibitor	P12111	1293	COL6A3
X11198.37	3036	0.0284625204284002	0.0335033160632143	0.395646699618576	Cyclic AMP-responsive element-binding protein 3-like protein 1	CR3L1	Q96BA8	90993	CREB3L1
X11200.52	2887	0.0303015117010877	0.0336015124774103	0.367244415508971	Complement component C1q receptor	C1QR1	Q9NPY3	22918	CD93
X11201.19	3038	0.0462563120052089	0.0326877600367627	0.157143991964533	tRNA pseudouridine synthase A, mitochondrial	TRUA	Q9Y606	80324	PUS1
X11202.70	3057	0.0612752123401858	0.0330232888030865	0.0636199048215887	T-box transcription factor TBX5	TBX5	Q99593	6910	TBX5
X11203.97	2668	-0.00709050272193692	0.0355531178649305	0.841938594024541	Pyruvate kinase PKLR	KPYR	P30613	5313	PKLR
X11204.80	3062	-0.0507327281414617	0.0317244990408343	0.109888067725276	Coxsackievirus and adenovirus receptor	CXAR	P78310	1525	CXADR
X11205.10	3045	0.00388545200975477	0.0329374515641571	0.906103601215481	Integrin beta-7	Integrin beta-7	P26010	3695	ITGB7
X11207.3	3060	0.000266582510926442	0.0322726978428339	0.993409844733348	Macrophage scavenger receptor types I and II:Cytoplasmic domain	Macrophage scavenger receptor:CD	P21757	4481	MSR1
