Analyte	Gene	CHR	TWAS.Z	TWAS.P	P0	fdr_p	specific	topSNP	Discovery	NEW_hit	Tissue	P0_add	P0_cum	label_color	nudge_y
NA	DPP3	11	2.0889	0.0367	66480013	0.389213157894737	0	0	Primary	NA	B	2097588750	2164068763	NA	NA
NA	PISD	22	2.08985	0.036631	31618491	0.389213157894737	0	0	Primary	NA	B	3438078747	3469697238	NA	NA
NA	DNM1	9	-2.086	0.03698	128203379	0.390470043668122	0	0	Primary	NA	B	1766574898	1894778277	NA	NA
NA	AAK1	2	2.084	0.0372	69461400	0.391085217391304	0	0	Primary	NA	B	276724047	346185447	NA	NA
NA	AKR1A1	1	-2.06808	0.0386	45550543	0.396511016949153	0	0	Primary	NA	B	0	45550543	NA	NA
NA	NRAS	1	-2.067	0.0387	114704469	0.396511016949153	0	0	Primary	NA	B	0	114704469	NA	NA
NA	FAM241B	10	2.071747	0.0383	69630251	0.396511016949153	0	0	Primary	NA	B	1934034850	2003665101	NA	NA
NA	ADO	10	-2.068265	0.0386	62804756	0.396511016949153	0	0	Primary	NA	B	1934034850	1996839606	NA	NA
NA	GPHN	14	2.0684	0.0386	66507407	0.396511016949153	0	0	Primary	NA	B	2568892738	2635400145	NA	NA
NA	SLC22A23	6	-2.06977	0.0385	3268962	0.396511016949153	0	0	Primary	NA	B	1202467741	1205736703	NA	NA
NA	TMEM120A	7	2.0638	0.039	75986837	0.397898734177215	0	0	Primary	NA	B	1403002861	1478989698	NA	NA
NA	ARHGAP12	10	-2.056661	0.0397	31805437	0.401651046025105	0	0	Primary	NA	B	1934034850	1965840287	NA	NA
NA	SUOX	12	2.0573	0.0397	55997180	0.401651046025105	0	0	Primary	NA	B	2261842245	2317839425	NA	NA
NA	C9orf78	9	-2.0544	0.03994	129827290	0.4023955	0	0	Primary	NA	B	1766574898	1896402188	NA	NA
NA	TIMM44	19	-2.0504	0.040324	7926718	0.403666115702479	0	0	Primary	NA	B	3179033054	3186959772	NA	NA
NA	MICAL1	6	-2.04999	0.0404	109444062	0.403666115702479	0	0	Primary	NA	B	1202467741	1311911803	NA	NA
NA	HADH	4	2.04674	0.0407	107989714	0.40499012345679	0	0	Primary	NA	B	775968409	883958123	NA	NA
NA	KYAT3	1	2.04014	0.0413	88935773	0.407605714285714	0	0	Primary	NA	B	0	88935773	NA	NA
NA	AUH	9	2.0415	0.0412	91213815	0.407605714285714	0	0	Primary	NA	B	1766574898	1857788713	NA	NA
NA	SCCPDH	1	-2.03878	0.0415	246724047	0.407914634146341	0	0	Primary	NA	B	0	246724047	NA	NA
NA	RMC1	18	2.03	0.04236	23503509	0.414682105263158	0	0	Primary	NA	B	3069060187	3092563696	NA	NA
NA	STX1B	16	2.0267	0.0427	30989256	0.416325	0	0	Primary	NA	B	2836032653	2867021909	NA	NA
NA	ACP1	2	2.021	0.0433	264140	0.41995824	0	0	Primary	NA	B	276724047	276988187	NA	NA
NA	GLDC	9	2.0197	0.04342	6532464	0.41995824	0	0	Primary	NA	B	1766574898	1773107362	NA	NA
NA	SLC39A12	10	2.012599	0.0442	17951839	0.421035435294118	0	0	Primary	NA	B	1934034850	1951986689	NA	NA
NA	TRAF3	14	-2.011	0.0443	102777476	0.421035435294118	0	0	Primary	NA	B	2568892738	2671670214	NA	NA
NA	COQ9	16	-2.0127	0.0442	57447425	0.421035435294118	0	0	Primary	NA	B	2836032653	2893480078	NA	NA
NA	SLC1A4	2	-2.015	0.0439	64988477	0.421035435294118	0	0	Primary	NA	B	276724047	341712524	NA	NA
NA	DIAPH1	5	2.0103	0.044402	141515016	0.421035435294118	0	0	Primary	NA	B	992234598	1133749614	NA	NA
NA	CKB	14	-1.9965	0.0459	103519659	0.421318181818182	0	0	Primary	NA	B	2568892738	2672412397	NA	NA
NA	IQGAP1	15	-2.00673	0.0448	90388218	0.421318181818182	0	0	Primary	NA	B	2704379055	2794767273	NA	NA
NA	CHN1	2	1.99721	0.0458	174799363	0.421318181818182	0	0	Primary	NA	B	276724047	451523410	NA	NA
NA	CST3	20	1.9979	0.0457	23627897	0.421318181818182	0	0	Primary	NA	B	3267584620	3291212517	NA	NA
NA	TMPPE	3	1.995213	0.046	33090421	0.421318181818182	0	0	Primary	NA	B	548458626	581549047	NA	NA
NA	BLTP1	4	2.005	0.045	122152333	0.421318181818182	0	0	Primary	NA	B	775968409	898120742	NA	NA
NA	CPVL	7	-2.0009	0.0454	28995231	0.421318181818182	0	0	Primary	NA	B	1403002861	1431998092	NA	NA
NA	PCLO	7	-2.0069	0.0448	82754013	0.421318181818182	0	0	Primary	NA	B	1403002861	1485756874	NA	NA
NA	TMEM245	9	1.9993	0.04558	109015152	0.421318181818182	0	0	Primary	NA	B	1766574898	1875590050	NA	NA
NA	CSNK1G3	5	1.9917	0.046407	123512099	0.42344198490566	0	0	Primary	NA	B	992234598	1115746697	NA	NA
NA	GLB1	3	-1.985922	0.047	32996608	0.427240601503759	0	0	Primary	NA	B	548458626	581455234	NA	NA
NA	PPT1	1	-1.98292	0.0474	40072707	0.427388191881919	0	0	Primary	NA	B	0	40072707	NA	NA
NA	HSD17B12	11	1.9783	0.0479	43556436	0.427388191881919	0	0	Primary	NA	B	2097588750	2141145186	NA	NA
NA	GIT2	12	-1.9789	0.0478	109929802	0.427388191881919	0	0	Primary	NA	B	2261842245	2371772047	NA	NA
NA	APMAP	20	1.9811	0.0476	24962925	0.427388191881919	0	0	Primary	NA	B	3267584620	3292547545	NA	NA
NA	LSS	21	-1.9816	0.0475	46188141	0.427388191881919	0	0	Primary	NA	B	3361479785	3407667926	NA	NA
NA	YTHDF2	1	1.97567	0.0482	28736621	0.4278	0	0	Primary	NA	B	0	28736621	NA	NA
NA	MYCBP2	13	-1.974	0.0483	77044657	0.4278	0	0	Primary	NA	B	2424611154	2501655811	NA	NA
NA	ADA	20	1.9707	0.0488	44619522	0.430651094890511	0	0	Primary	NA	B	3267584620	3312204142	NA	NA
NA	HRAS	11	-1.9621	0.0498	532242	0.437167391304348	0	0	Primary	NA	B	2097588750	2098120992	NA	NA
NA	GPRIN3	4	-1.96076	0.0499	89236386	0.437167391304348	0	0	Primary	NA	B	775968409	865204795	NA	NA
NA	MX1	21	-1.9587	0.0501	41420304	0.437335018050541	0	0	Primary	NA	B	3361479785	3402900089	NA	NA
NA	TMT1B	12	-1.9564	0.0504	55681546	0.438371223021583	0	0	Primary	NA	B	2261842245	2317523791	NA	NA
NA	ARHGAP44	17	-1.953	0.0508	12789539	0.440266666666667	0	0	Primary	NA	B	2955980578	2968770117	NA	NA
NA	CNPY4	7	-1.9485	0.0513	100119613	0.443012142857143	0	0	Primary	NA	B	1403002861	1503122474	NA	NA
NA	GNA13	17	-1.9447	0.0518	65010715	0.444157446808511	0	0	Primary	NA	B	2955980578	3020991293	NA	NA
NA	PRKCD	3	-1.945936	0.0517	53156009	0.444157446808511	0	0	Primary	NA	B	548458626	601614635	NA	NA
NA	C2orf88	2	1.94131	0.0522	189879609	0.446005653710247	0	0	Primary	NA	B	276724047	466603656	NA	NA
NA	GAS7	17	1.939	0.0525	9910609	0.446269473684211	0	0	Primary	NA	B	2955980578	2965891187	NA	NA
NA	ABHD6	3	-1.938003	0.0526	58237506	0.446269473684211	0	0	Primary	NA	B	548458626	606696132	NA	NA
NA	NAE1	16	-1.933	0.0532	66802875	0.448214634146341	0	0	Primary	NA	B	2836032653	2902835528	NA	NA
NA	CFI	4	-1.933	0.0532	109740696	0.448214634146341	0	0	Primary	NA	B	775968409	885709105	NA	NA
NA	LYPLAL1	1	1.91836	0.0551	219173844	0.452452881355932	0	0	Primary	NA	B	0	219173844	NA	NA
NA	COQ5	12	1.922	0.0546	120503274	0.452452881355932	0	0	Primary	NA	B	2261842245	2382345519	NA	NA
NA	TRIAP1	12	1.922	0.0546	120443961	0.452452881355932	0	0	Primary	NA	B	2261842245	2382286206	NA	NA
NA	PNPO	17	1.9182	0.0551	47941506	0.452452881355932	0	0	Primary	NA	B	2955980578	3003922084	NA	NA
NA	CPLX1	4	1.92804	0.0539	784957	0.452452881355932	0	0	Primary	NA	B	775968409	776753366	NA	NA
NA	TFB1M	6	1.92	0.0549	155257509	0.452452881355932	0	0	Primary	NA	B	1202467741	1357725250	NA	NA
NA	WIPF3	7	1.917	0.0552	29806486	0.452452881355932	0	0	Primary	NA	B	1403002861	1432809347	NA	NA
NA	NDUFB9	8	-1.925	0.0542	124539103	0.452452881355932	0	0	Primary	NA	B	1591733856	1716272959	NA	NA
NA	IFI30	19	1.914	0.05562	18173162	0.452825454545455	0	0	Primary	NA	B	3179033054	3197206216	NA	NA
NA	LSAMP	3	-1.913874	0.0556	115802388	0.452825454545455	0	0	Primary	NA	B	548458626	664261014	NA	NA
NA	DGKH	13	1.911	0.0561	42040040	0.454486956521739	0	0	Primary	NA	B	2424611154	2466651194	NA	NA
NA	IGF2R	6	-1.90955	0.0562	159969099	0.454486956521739	0	0	Primary	NA	B	1202467741	1362436840	NA	NA
NA	TUBGCP4	15	-1.90555	0.0567	43369221	0.457002	0	0	Primary	NA	B	2704379055	2747748276	NA	NA
NA	GPNMB	7	-1.903	0.057	23235967	0.457893687707641	0	0	Primary	NA	B	1403002861	1426238828	NA	NA
NA	RBMXL1	1	1.897	0.0578	88979456	0.462782781456954	0	0	Primary	NA	B	0	88979456	NA	NA
NA	ARPC5	1	-1.895	0.0581	183623266	0.463649504950495	0	0	Primary	NA	B	0	183623266	NA	NA
NA	CAT	11	-1.8884	0.059	34438925	0.469282894736842	0	0	Primary	NA	B	2097588750	2132027675	NA	NA
NA	NDUFAF1	15	1.87607	0.0606	41387353	0.47007625	0	0	Primary	NA	B	2704379055	2745766408	NA	NA
NA	SNUPN	15	-1.8844	0.0595	75598083	0.47007625	0	0	Primary	NA	B	2704379055	2779977138	NA	NA
NA	ADCY9	16	1.8802	0.0601	3953387	0.47007625	0	0	Primary	NA	B	2836032653	2839986040	NA	NA
NA	EFNB3	17	1.8776	0.0604	7705202	0.47007625	0	0	Primary	NA	B	2955980578	2963685780	NA	NA
NA	GGA3	17	1.8764	0.0606	75236599	0.47007625	0	0	Primary	NA	B	2955980578	3031217177	NA	NA
NA	FAM98C	19	1.876	0.060655	38403135	0.47007625	0	0	Primary	NA	B	3179033054	3217436189	NA	NA
NA	KANK2	19	1.8821	0.059816	11164267	0.47007625	0	0	Primary	NA	B	3179033054	3190197321	NA	NA
NA	DNPH1	6	1.88288	0.0597	43225629	0.47007625	0	0	Primary	NA	B	1202467741	1245693370	NA	NA
NA	TESC	12	-1.874	0.0609	117038923	0.470467092651757	0	0	Primary	NA	B	2261842245	2378881168	NA	NA
NA	CRABP1	15	-1.87078	0.0614	78340324	0.472819108280255	0	0	Primary	NA	B	2704379055	2782719379	NA	NA
NA	GALK1	17	1.8611	0.0627	75751594	0.475365325077399	0	0	Primary	NA	B	2955980578	3031732172	NA	NA
NA	CPS1	2	1.85592	0.0635	210477682	0.475365325077399	0	0	Primary	NA	B	276724047	487201729	NA	NA
NA	DTYMK	2	1.86545	0.0621	241675742	0.475365325077399	0	0	Primary	NA	B	276724047	518399789	NA	NA
NA	ATG4B	2	-1.85929	0.063	241637213	0.475365325077399	0	0	Primary	NA	B	276724047	518361260	NA	NA
NA	TGM2	20	-1.8583	0.0631	38128461	0.475365325077399	0	0	Primary	NA	B	3267584620	3305713081	NA	NA
NA	CHCHD6	3	-1.86	0.0629	126704220	0.475365325077399	0	0	Primary	NA	B	548458626	675162846	NA	NA
NA	SLC33A1	3	1.861344	0.0627	155821024	0.475365325077399	0	0	Primary	NA	B	548458626	704279650	NA	NA
NA	TAPT1	4	1.85579	0.0635	16160505	0.475365325077399	0	0	Primary	NA	B	775968409	792128914	NA	NA
NA	CRAT	9	1.857	0.06331	129094810	0.475365325077399	0	0	Primary	NA	B	1766574898	1895669708	NA	NA
NA	MLYCD	16	1.8541	0.0637	83899126	0.475390740740741	0	0	Primary	NA	B	2836032653	2919931779	NA	NA
NA	SLC17A6	11	1.8496	0.0644	22338097	0.477666257668712	0	0	Primary	NA	B	2097588750	2119926847	NA	NA
NA	ME2	18	-1.851	0.06422	50879049	0.477666257668712	0	0	Primary	NA	B	3069060187	3119939236	NA	NA
NA	IDNK	9	1.8464	0.06484	83623049	0.479459082568807	0	0	Primary	NA	B	1766574898	1850197947	NA	NA
NA	FDXR	17	-1.839	0.0659	74862497	0.485811585365854	0	0	Primary	NA	B	2955980578	3030843075	NA	NA
NA	CASP9	1	-1.82066	0.0687	15490832	0.488578235294118	0	0	Primary	NA	B	0	15490832	NA	NA
NA	PRUNE1	1	1.83165	0.067	151008420	0.488578235294118	0	0	Primary	NA	B	0	151008420	NA	NA
NA	PBLD	10	1.824801	0.068	68282660	0.488578235294118	0	0	Primary	NA	B	1934034850	2002317510	NA	NA
NA	LTA4H	12	1.827	0.0677	96000828	0.488578235294118	0	0	Primary	NA	B	2261842245	2357843073	NA	NA
NA	UBE3B	12	1.8277	0.0676	109477402	0.488578235294118	0	0	Primary	NA	B	2261842245	2371319647	NA	NA
NA	MRPS31	13	-1.824	0.0682	40729296	0.488578235294118	0	0	Primary	NA	B	2424611154	2465340450	NA	NA
NA	SHC2	19	1.8308	0.067125	416583	0.488578235294118	0	0	Primary	NA	B	3179033054	3179449637	NA	NA
NA	GFPT1	2	-1.82704	0.0677	69319773	0.488578235294118	0	0	Primary	NA	B	276724047	346043820	NA	NA
NA	APPL1	3	-1.821	0.0686	57227737	0.488578235294118	0	0	Primary	NA	B	548458626	605686363	NA	NA
NA	HTT	4	-1.834	0.0667	3074681	0.488578235294118	0	0	Primary	NA	B	775968409	779043090	NA	NA
NA	FAM162B	6	-1.82328	0.0683	116752200	0.488578235294118	0	0	Primary	NA	B	1202467741	1319219941	NA	NA
NA	SHC3	9	-1.8218	0.06849	89013145	0.488578235294118	0	0	Primary	NA	B	1766574898	1855588043	NA	NA
NA	AKAP12	6	-1.81446	0.0696	151239999	0.493527272727273	0	0	Primary	NA	B	1202467741	1353707740	NA	NA
NA	NAAA	4	1.81005	0.0703	75910656	0.497033333333333	0	0	Primary	NA	B	775968409	851879065	NA	NA
NA	ODR4	1	1.8055	0.071	186375758	0.498842406876791	0	0	Primary	NA	B	0	186375758	NA	NA
NA	CFHR1	1	1.80647	0.0708	196819757	0.498842406876791	0	0	Primary	NA	B	0	196819757	NA	NA
NA	UCHL3	13	-1.8	0.0718	75549483	0.498842406876791	0	0	Primary	NA	B	2424611154	2500160637	NA	NA
NA	GCFC2	2	1.799	0.072	75652000	0.498842406876791	0	0	Primary	NA	B	276724047	352376047	NA	NA
NA	ERLEC1	2	1.80187	0.0716	53787044	0.498842406876791	0	0	Primary	NA	B	276724047	330511091	NA	NA
NA	NHEJ1	2	1.80403	0.0712	219075317	0.498842406876791	0	0	Primary	NA	B	276724047	495799364	NA	NA
NA	MCCC1	3	1.802667	0.0714	183015218	0.498842406876791	0	0	Primary	NA	B	548458626	731473844	NA	NA
NA	SCAMP1	5	-1.7973	0.072286	78360515	0.499392994285714	0	0	Primary	NA	B	992234598	1070595113	NA	NA
NA	PRDX6	1	-1.79431	0.0728	173477266	0.500039660056657	0	0	Primary	NA	B	0	173477266	NA	NA
NA	PLCD3	17	-1.793	0.073	45108967	0.500039660056657	0	0	Primary	NA	B	2955980578	3001089545	NA	NA
NA	HSPB1	7	-1.7947	0.0727	76302544	0.500039660056657	0	0	Primary	NA	B	1403002861	1479305405	NA	NA
NA	PDIA4	7	1.7903	0.0734	149003062	0.501359322033898	0	0	Primary	NA	B	1403002861	1552005923	NA	NA
NA	LCMT1	16	1.787	0.0739	25111729	0.503352676056338	0	0	Primary	NA	B	2836032653	2861144382	NA	NA
NA	CLCC1	1	-1.78439	0.0744	108929508	0.503977391061453	0	0	Primary	NA	B	0	108929508	NA	NA
NA	SHD	19	-1.7828	0.074617	4278601	0.503977391061453	0	0	Primary	NA	B	3179033054	3183311655	NA	NA
NA	CLASP1	2	-1.7837	0.0745	121337776	0.503977391061453	0	0	Primary	NA	B	276724047	398061823	NA	NA
NA	FNDC3A	13	-1.777	0.0756	48975912	0.50778	0	0	Primary	NA	B	2424611154	2473587066	NA	NA
NA	PLXNA4	7	-1.778	0.0754	132123332	0.50778	0	0	Primary	NA	B	1403002861	1535126193	NA	NA
NA	SH3PXD2A	10	1.77127	0.0765	103588528	0.508178571428572	0	0	Primary	NA	B	1934034850	2037623378	NA	NA
NA	CISD1	10	-1.774837	0.0759	58269058	0.508178571428572	0	0	Primary	NA	B	1934034850	1992303908	NA	NA
NA	NECTIN1	11	1.774	0.0761	119623408	0.508178571428572	0	0	Primary	NA	B	2097588750	2217212158	NA	NA
NA	GBE1	3	-1.772468	0.0763	81489699	0.508178571428572	0	0	Primary	NA	B	548458626	629948325	NA	NA
NA	ABCB9	12	-1.7692	0.0769	122920951	0.50863651226158	0	0	Primary	NA	B	2261842245	2384763196	NA	NA
NA	TTLL12	22	1.76803	0.077055	43166622	0.50863651226158	0	0	Primary	NA	B	3438078747	3481245369	NA	NA
NA	DLD	7	-1.767	0.0772	107890970	0.50863651226158	0	0	Primary	NA	B	1403002861	1510893831	NA	NA
NA	NAP1L4	11	1.7621	0.0781	2944437	0.51097358490566	0	0	Primary	NA	B	2097588750	2100533187	NA	NA
NA	TESPA1	12	-1.7625	0.078	54948018	0.51097358490566	0	0	Primary	NA	B	2261842245	2316790263	NA	NA
NA	STON2	14	-1.761	0.0782	81260656	0.51097358490566	0	0	Primary	NA	B	2568892738	2650153394	NA	NA
NA	WDR6	3	-1.76	0.0784	49007062	0.51097358490566	0	0	Primary	NA	B	548458626	597465688	NA	NA
NA	LDAH	2	-1.757	0.0789	20684028	0.51285	0	0	Primary	NA	B	276724047	297408075	NA	NA
NA	SLC2A5	1	1.74252	0.0814	9035107	0.514535248041775	0	0	Primary	NA	B	0	9035107	NA	NA
NA	SLC4A8	12	-1.7457	0.0809	51391317	0.514535248041775	0	0	Primary	NA	B	2261842245	2313233562	NA	NA
NA	TYRO3	15	1.74408	0.0811	41557675	0.514535248041775	0	0	Primary	NA	B	2704379055	2745936730	NA	NA
NA	ISLR2	15	1.74447	0.0811	74100311	0.514535248041775	0	0	Primary	NA	B	2704379055	2778479366	NA	NA
NA	ACADVL	17	1.7482	0.0804	7217125	0.514535248041775	0	0	Primary	NA	B	2955980578	2963197703	NA	NA
NA	CAPG	2	1.7436	0.0812	85394748	0.514535248041775	0	0	Primary	NA	B	276724047	362118795	NA	NA
NA	SYN2	3	1.754162	0.0794	12004402	0.514535248041775	0	0	Primary	NA	B	548458626	560463028	NA	NA
NA	TMEM33	4	1.74224	0.0815	41935120	0.514535248041775	0	0	Primary	NA	B	775968409	817903529	NA	NA
NA	CYSTM1	5	-1.7446	0.081046	140174642	0.514535248041775	0	0	Primary	NA	B	992234598	1132409240	NA	NA
NA	ERAP1	5	-1.7455	0.080906	96760817	0.514535248041775	0	0	Primary	NA	B	992234598	1088995415	NA	NA
NA	TIAM2	6	-1.74361	0.0812	154832697	0.514535248041775	0	0	Primary	NA	B	1202467741	1357300438	NA	NA
NA	NMRK1	9	-1.7396	0.08194	75060573	0.5159659375	0	0	Primary	NA	B	1766574898	1841635471	NA	NA
NA	TRIM65	17	1.7367	0.0824	75880335	0.516174093264249	0	0	Primary	NA	B	2955980578	3031860913	NA	NA
NA	CEP41	7	1.738	0.0822	130393771	0.516174093264249	0	0	Primary	NA	B	1403002861	1533396632	NA	NA
NA	NT5DC3	12	1.7304	0.0836	103770453	0.521708427835052	0	0	Primary	NA	B	2261842245	2365612698	NA	NA
NA	PITPNB	22	-1.72953	0.083715	27851669	0.521708427835052	0	0	Primary	NA	B	3438078747	3465930416	NA	NA
NA	AFG1L	6	1.72771	0.084	108294894	0.52213881748072	0	0	Primary	NA	B	1202467741	1310762635	NA	NA
NA	EFHD2	1	1.72496	0.0845	15409895	0.5239	0	0	Primary	NA	B	0	15409895	NA	NA
NA	SCFD1	14	1.7196	0.0855	30622112	0.528744245524297	0	0	Primary	NA	B	2568892738	2599514850	NA	NA
NA	RMDN1	8	1.7179	0.0858	86468257	0.529245918367347	0	0	Primary	NA	B	1591733856	1678202113	NA	NA
NA	AAMDC	11	1.7124	0.0868	77821109	0.530006060606061	0	0	Primary	NA	B	2097588750	2175409859	NA	NA
NA	CIAPIN1	16	-1.713	0.0867	57428169	0.530006060606061	0	0	Primary	NA	B	2836032653	2893460822	NA	NA
NA	NDUFAF7	2	1.71294	0.0867	37231631	0.530006060606061	0	0	Primary	NA	B	276724047	313955678	NA	NA
NA	RFK	9	1.7132	0.08667	76385517	0.530006060606061	0	0	Primary	NA	B	1766574898	1842960415	NA	NA
NA	YJEFN3	19	-1.7106	0.087164	19516227	0.530888040302267	0	0	Primary	NA	B	3179033054	3198549281	NA	NA
NA	OPALIN	10	1.709286	0.0874	96343216	0.530987939698493	0	0	Primary	NA	B	1934034850	2030378066	NA	NA
NA	CERS1	19	-1.706	0.088013	18868552	0.532038585	0	0	Primary	NA	B	3179033054	3197901606	NA	NA
NA	EPHA5	4	1.70582	0.088	65319563	0.532038585	0	0	Primary	NA	B	775968409	841287972	NA	NA
NA	CPM	12	1.6989	0.0893	68842197	0.537132835820896	0	0	Primary	NA	B	2261842245	2330684442	NA	NA
NA	VSNL1	2	1.69941	0.0892	17539126	0.537132835820896	0	0	Primary	NA	B	276724047	294263173	NA	NA
NA	LACTB	15	1.69405	0.0903	63121800	0.540458910891089	0	0	Primary	NA	B	2704379055	2767500855	NA	NA
NA	ITGAM	16	1.694	0.0903	31259990	0.540458910891089	0	0	Primary	NA	B	2836032653	2867292643	NA	NA
NA	GPX4	19	-1.6904	0.090947	1103937	0.542987274074074	0	0	Primary	NA	B	3179033054	3180136991	NA	NA
NA	SRR	17	1.6893	0.0912	2303383	0.543156650246305	0	0	Primary	NA	B	2955980578	2958283961	NA	NA
NA	TSPAN2	1	-1.68254	0.0925	115048011	0.548198529411765	0	0	Primary	NA	B	0	115048011	NA	NA
NA	NSF	17	-1.6826	0.0924	46590669	0.548198529411765	0	0	Primary	NA	B	2955980578	3002571247	NA	NA
NA	HSPA4L	4	-1.68	0.093	127781821	0.549814180929095	0	0	Primary	NA	B	775968409	903750230	NA	NA
NA	PITPNM2	12	1.6776	0.0934	122983480	0.550080291970803	0	0	Primary	NA	B	2261842245	2384825725	NA	NA
NA	WARS1	14	1.6771	0.0935	100333788	0.550080291970803	0	0	Primary	NA	B	2568892738	2669226526	NA	NA
NA	ABCF3	3	-1.675696	0.0938	184186023	0.550505825242718	0	0	Primary	NA	B	548458626	732644649	NA	NA
NA	SLC8A3	14	-1.6712	0.0947	70044217	0.553102898550725	0	0	Primary	NA	B	2568892738	2638936955	NA	NA
NA	FAIM	3	1.671635	0.0946	138608606	0.553102898550725	0	0	Primary	NA	B	548458626	687067232	NA	NA
NA	EFEMP1	2	1.66654	0.0956	55865967	0.557013975903614	0	0	Primary	NA	B	276724047	332590014	NA	NA
NA	LYRM4	6	1.66203	0.0965	5102593	0.56090625	0	0	Primary	NA	B	1202467741	1207570334	NA	NA
NA	TSPAN8	12	1.6539	0.0982	71125085	0.563302322274882	0	0	Primary	NA	B	2261842245	2332967330	NA	NA
NA	TXNDC17	17	-1.6587	0.0972	6640758	0.563302322274882	0	0	Primary	NA	B	2955980578	2962621336	NA	NA
NA	FKBP5	6	-1.655	0.0979	35573585	0.563302322274882	0	0	Primary	NA	B	1202467741	1238041326	NA	NA
NA	UBE3C	7	-1.6567	0.0976	157138913	0.563302322274882	0	0	Primary	NA	B	1403002861	1560141774	NA	NA
NA	TNC	9	-1.656	0.09772	115020527	0.563302322274882	0	0	Primary	NA	B	1766574898	1881595425	NA	NA
NA	IARS1	9	-1.6531	0.09831	92210207	0.563302322274882	0	0	Primary	NA	B	1766574898	1858785105	NA	NA
NA	RHOT2	16	1.6518	0.0986	668086	0.563628368794326	0	0	Primary	NA	B	2836032653	2836700739	NA	NA
NA	THRB	3	-1.649358	0.0991	24117160	0.565150471698113	0	0	Primary	NA	B	548458626	572575786	NA	NA
NA	PRKN	6	1.64528	0.0999	161347420	0.567038028169014	0	0	Primary	NA	B	1202467741	1363815161	NA	NA
NA	SNTB1	8	1.646	0.0998	120535745	0.567038028169014	0	0	Primary	NA	B	1591733856	1712269601	NA	NA
NA	CNTN4	3	-1.63961	0.101	2098813	0.571939110070258	0	0	Primary	NA	B	548458626	550557439	NA	NA
NA	CGREF1	2	-1.63492	0.102	27098889	0.576252336448598	0	0	Primary	NA	B	276724047	303822936	NA	NA
NA	SUN2	22	1.634	0.102259	38734725	0.576368909090909	0	0	Primary	NA	B	3438078747	3476813472	NA	NA
NA	SAMD4A	14	-1.6254	0.104	54567097	0.582111111111111	0	0	Primary	NA	B	2568892738	2623459835	NA	NA
NA	SEPTIN9	17	-1.6279	0.104	77280569	0.582111111111111	0	0	Primary	NA	B	2955980578	3033261147	NA	NA
NA	PRKAR2B	7	1.6257	0.104	107044649	0.582111111111111	0	0	Primary	NA	B	1403002861	1510047510	NA	NA
NA	MDP1	14	1.6207	0.105	24213937	0.583655172413793	0	0	Primary	NA	B	2568892738	2593106675	NA	NA
NA	PTPRN2	7	1.621	0.105	157539056	0.583655172413793	0	0	Primary	NA	B	1403002861	1560541917	NA	NA
NA	PLEC	8	-1.6231	0.105	143915153	0.583655172413793	0	0	Primary	NA	B	1591733856	1735649009	NA	NA
NA	CDS1	4	-1.61875	0.1055	84582979	0.585089449541284	0	0	Primary	NA	B	775968409	860551388	NA	NA
NA	RAN	12	1.6179	0.106	130871879	0.585178082191781	0	0	Primary	NA	B	2261842245	2392714124	NA	NA
NA	ARHGAP39	8	-1.618	0.106	144529179	0.585178082191781	0	0	Primary	NA	B	1591733856	1736263035	NA	NA
NA	CORO1B	11	1.6113	0.107	67438048	0.585352941176471	0	0	Primary	NA	B	2097588750	2165026798	NA	NA
NA	ALG1	16	-1.6138	0.107	5033702	0.585352941176471	0	0	Primary	NA	B	2836032653	2841066355	NA	NA
NA	KCNQ2	20	1.6113	0.107	63406189	0.585352941176471	0	0	Primary	NA	B	3267584620	3330990809	NA	NA
NA	RASA2	3	1.609638	0.107	141487047	0.585352941176471	0	0	Primary	NA	B	548458626	689945673	NA	NA
NA	RHOC	1	-1.606	0.108	112701106	0.58552466367713	0	0	Primary	NA	B	0	112701106	NA	NA
NA	HNRNPUL2	11	1.6054	0.108	62712630	0.58552466367713	0	0	Primary	NA	B	2097588750	2160301380	NA	NA
NA	RAB5A	3	-1.606888	0.108	19947079	0.58552466367713	0	0	Primary	NA	B	548458626	568405705	NA	NA
NA	P2RY1	3	1.606041	0.108	152834947	0.58552466367713	0	0	Primary	NA	B	548458626	701293573	NA	NA
NA	STIM1	11	1.6013	0.109	3854527	0.587536302895323	0	0	Primary	NA	B	2097588750	2101443277	NA	NA
NA	MAN2C1	15	-1.60401	0.109	75355792	0.587536302895323	0	0	Primary	NA	B	2704379055	2779734847	NA	NA
NA	MGARP	4	1.60236	0.1091	139266163	0.587536302895323	0	0	Primary	NA	B	775968409	915234572	NA	NA
NA	CRK	17	1.598	0.11	1420689	0.589756097560976	0	0	Primary	NA	B	2955980578	2957401267	NA	NA
NA	BTD	3	1.596172	0.11	15601341	0.589756097560976	0	0	Primary	NA	B	548458626	564059967	NA	NA
NA	NUDT5	10	1.592	0.111	12165325	0.589885714285714	0	0	Primary	NA	B	1934034850	1946200175	NA	NA
NA	CRPPA	7	-1.5954	0.111	16091192	0.589885714285714	0	0	Primary	NA	B	1403002861	1419094053	NA	NA
NA	CTSB	8	-1.5933	0.111	11842524	0.589885714285714	0	0	Primary	NA	B	1591733856	1603576380	NA	NA
NA	LYN	8	1.5917	0.111	55879813	0.589885714285714	0	0	Primary	NA	B	1591733856	1647613669	NA	NA
