Analyte	Gene	CHR	TWAS.Z	TWAS.P	P0	fdr_p	specific	topSNP	Discovery	NEW_hit	Tissue	P0_add	P0_cum	label_color	nudge_y
NA	NDUFB9	8	-1.8333	0.06676	124539103	0.517670614035088	0	0	Primary	NA	B	1591733856	1716272959	NA	NA
NA	NFX1	9	1.831	0.0671	33290511	0.517670614035088	0	0	Primary	NA	B	1766574898	1799865409	NA	NA
NA	TMED5	1	-1.8194	0.06885	93149742	0.517702264957265	0	0	Primary	NA	B	0	93149742	NA	NA
NA	TMCC2	1	1.81929	0.06887	205228176	0.517702264957265	0	0	Primary	NA	B	0	205228176	NA	NA
NA	HIKESHI	11	1.82565	0.067903	86302211	0.517702264957265	0	0	Primary	NA	B	2097428944	2183731155	NA	NA
NA	AKAP5	14	-1.82322	0.06827	64465499	0.517702264957265	0	0	Primary	NA	B	2568732932	2633198431	NA	NA
NA	DUSP3	17	-1.8235	0.068229	43766121	0.517702264957265	0	0	Primary	NA	B	2955820772	2999586893	NA	NA
NA	ARHGAP25	2	1.82033	0.0687	68679601	0.517702264957265	0	0	Primary	NA	B	276724047	345403648	NA	NA
NA	NIT1	1	1.80414	0.07121	161118086	0.517814710743802	0	0	Primary	NA	B	0	161118086	NA	NA
NA	MADD	11	-1.80394	0.07124	47269161	0.517814710743802	0	0	Primary	NA	B	2097428944	2144698105	NA	NA
NA	AMPD3	11	1.81619	0.069342	10308313	0.517814710743802	0	0	Primary	NA	B	2097428944	2107737257	NA	NA
NA	RHOT2	16	1.8148	0.0696	668086	0.517814710743802	0	0	Primary	NA	B	2835872847	2836540933	NA	NA
NA	RBBP9	20	-1.807	0.07076	18486540	0.517814710743802	0	0	Primary	NA	B	3267424814	3285911354	NA	NA
NA	SLC41A3	3	-1.809	0.07045	126006355	0.517814710743802	0	0	Primary	NA	B	548458626	674464981	NA	NA
NA	HSD17B11	4	1.8051	0.071056	87336610	0.517814710743802	0	0	Primary	NA	B	775968409	863305019	NA	NA
NA	HDHD3	9	1.8089	0.07047	113373419	0.517814710743802	0	0	Primary	NA	B	1766574898	1879948317	NA	NA
NA	LIMS1	2	-1.798	0.0722	108534401	0.520490983606557	0	0	Primary	NA	B	276724047	385258448	NA	NA
NA	SIRT5	6	-1.7985	0.07211	13574584	0.520490983606557	0	0	Primary	NA	B	1202467741	1216042325	NA	NA
NA	YOD1	1	1.78907	0.0736	207043849	0.522025806451613	0	0	Primary	NA	B	0	207043849	NA	NA
NA	CAMKK1	17	1.7894	0.073548	3860315	0.522025806451613	0	0	Primary	NA	B	2955820772	2959681087	NA	NA
NA	FDX2	19	1.7933	0.0729	10305427	0.522025806451613	0	0	Primary	NA	B	3178873248	3189178675	NA	NA
NA	SPATA2	20	1.7917	0.07318	49903391	0.522025806451613	0	0	Primary	NA	B	3267424814	3317328205	NA	NA
NA	STUM	1	-1.78169	0.0748	226548800	0.526225146153846	0	0	Primary	NA	B	0	226548800	NA	NA
NA	FOLH1	11	1.77517	0.075869	49146635	0.526225146153846	0	0	Primary	NA	B	2097428944	2146575579	NA	NA
NA	CHORDC1	11	1.76466	0.077621	90201160	0.526225146153846	0	0	Primary	NA	B	2097428944	2187630104	NA	NA
NA	STIM1	11	-1.76414	0.077708	3854527	0.526225146153846	0	0	Primary	NA	B	2097428944	2101283471	NA	NA
NA	CAND1	12	1.7637	0.077782	67269281	0.526225146153846	0	0	Primary	NA	B	2261682439	2328951720	NA	NA
NA	EFEMP1	2	1.766	0.0774	55865967	0.526225146153846	0	0	Primary	NA	B	276724047	332590014	NA	NA
NA	GAS2L1	22	1.7678	0.0771	29306582	0.526225146153846	0	0	Primary	NA	B	3437918941	3467225523	NA	NA
NA	HMGB2	4	-1.764	0.077736	173331695	0.526225146153846	0	0	Primary	NA	B	775968409	949300104	NA	NA
NA	MBLAC2	5	1.768	0.0771	90458203	0.526225146153846	0	0	Primary	NA	B	992234598	1082692801	NA	NA
NA	TSPYL5	8	1.7807	0.07496	97273489	0.526225146153846	0	0	Primary	NA	B	1591733856	1689007345	NA	NA
NA	PNMA2	8	-1.777	0.07557	26504686	0.526225146153846	0	0	Primary	NA	B	1591733856	1618238542	NA	NA
NA	AUH	9	1.7651	0.07755	91213815	0.526225146153846	0	0	Primary	NA	B	1766574898	1857788713	NA	NA
NA	FDX1	11	1.75711	0.078899	110429883	0.531736938697318	0	0	Primary	NA	B	2097428944	2207858827	NA	NA
NA	XPNPEP1	10	1.7496	0.08019	109864766	0.53429625	0	0	Primary	NA	B	1934034850	2043899616	NA	NA
NA	MX1	21	1.751	0.0799	41420304	0.53429625	0	0	Primary	NA	B	3361319979	3402740283	NA	NA
NA	FAM114A2	5	-1.752	0.0798	153990128	0.53429625	0	0	Primary	NA	B	992234598	1146224726	NA	NA
NA	MOGS	2	-1.747	0.0806	74461057	0.535001509433962	0	0	Primary	NA	B	276724047	351185104	NA	NA
NA	THTPA	14	-1.741	0.081684	23556007	0.538123703703704	0	0	Primary	NA	B	2568732932	2592288939	NA	NA
NA	NGEF	2	-1.736	0.0826	232878686	0.538123703703704	0	0	Primary	NA	B	276724047	509602733	NA	NA
NA	ABHD10	3	-1.7389	0.08206	111979010	0.538123703703704	0	0	Primary	NA	B	548458626	660437636	NA	NA
NA	FAM120B	6	-1.737	0.08239	170290703	0.538123703703704	0	0	Primary	NA	B	1202467741	1372758444	NA	NA
NA	DGKB	7	1.741	0.0817	14145049	0.538123703703704	0	0	Primary	NA	B	1403002861	1417147910	NA	NA
NA	ADSS2	1	-1.73139	0.08338	244408494	0.539619963369963	0	0	Primary	NA	B	0	244408494	NA	NA
NA	PEAK1	15	-1.731	0.08347	77108129	0.539619963369963	0	0	Primary	NA	B	2704219249	2781327378	NA	NA
NA	DECR1	8	1.7293	0.08375	90001405	0.539619963369963	0	0	Primary	NA	B	1591733856	1681735261	NA	NA
NA	FABP3	1	1.71564	0.08623	31365625	0.550288597122302	0	0	Primary	NA	B	0	31365625	NA	NA
NA	EPB41	1	1.71159	0.08697	28887091	0.550288597122302	0	0	Primary	NA	B	0	28887091	NA	NA
NA	AIP	11	-1.71607	0.08615	67483041	0.550288597122302	0	0	Primary	NA	B	2097428944	2164911985	NA	NA
NA	PPM1F	22	-1.7131	0.08669	21919420	0.550288597122302	0	0	Primary	NA	B	3437918941	3459838361	NA	NA
NA	PARL	3	1.713	0.08671	183829385	0.550288597122302	0	0	Primary	NA	B	548458626	732288011	NA	NA
NA	PPA2	4	1.6949	0.090097	105369077	0.568030906810036	0	0	Primary	NA	B	775968409	881337486	NA	NA
NA	CALCOCO1	12	1.6921	0.090618	53711119	0.569275221428572	0	0	Primary	NA	B	2261682439	2315393558	NA	NA
NA	INA	10	1.687	0.0916	103277163	0.569344169611307	0	0	Primary	NA	B	1934034850	2037312013	NA	NA
NA	RIC8A	11	-1.68865	0.091286	207511	0.569344169611307	0	0	Primary	NA	B	2097428944	2097636455	NA	NA
NA	CD200	3	1.688	0.09141	112332347	0.569344169611307	0	0	Primary	NA	B	548458626	660790973	NA	NA
NA	UNC45A	15	1.685	0.092037	90930180	0.570046066901409	0	0	Primary	NA	B	2704219249	2795149429	NA	NA
NA	KYAT3	1	1.66102	0.09671	88935773	0.570608065573771	0	0	Primary	NA	B	0	88935773	NA	NA
NA	NT5C2	10	-1.65	0.09894	103086183	0.570608065573771	0	0	Primary	NA	B	1934034850	2037121033	NA	NA
NA	AAMDC	11	1.65957	0.097002	77821109	0.570608065573771	0	0	Primary	NA	B	2097428944	2175250053	NA	NA
NA	SLC25A15	13	-1.668	0.09522	40789412	0.570608065573771	0	0	Primary	NA	B	2424451348	2465240760	NA	NA
NA	FBXO33	14	1.67867	0.093217	39397669	0.570608065573771	0	0	Primary	NA	B	2568732932	2608130601	NA	NA
NA	VPS13C	15	1.655	0.097883	61852389	0.570608065573771	0	0	Primary	NA	B	2704219249	2766071638	NA	NA
NA	CNTNAP4	16	1.6539	0.0982	76277278	0.570608065573771	0	0	Primary	NA	B	2835872847	2912150125	NA	NA
NA	ASPHD1	16	-1.667	0.0955	29900375	0.570608065573771	0	0	Primary	NA	B	2835872847	2865773222	NA	NA
NA	WWOX	16	1.6669	0.0955	78099413	0.570608065573771	0	0	Primary	NA	B	2835872847	2913972260	NA	NA
NA	COX11	17	-1.659	0.097124	54951902	0.570608065573771	0	0	Primary	NA	B	2955820772	3010772674	NA	NA
NA	RELCH	18	1.65	0.09885	62187258	0.570608065573771	0	0	Primary	NA	B	3068900381	3131087639	NA	NA
NA	EVI5L	19	-1.6557	0.0978	7830233	0.570608065573771	0	0	Primary	NA	B	3178873248	3186703481	NA	NA
NA	D2HGDH	2	1.67272	0.0944	241734579	0.570608065573771	0	0	Primary	NA	B	276724047	518458626	NA	NA
NA	TST	22	1.65	0.09894	37010859	0.570608065573771	0	0	Primary	NA	B	3437918941	3474929800	NA	NA
NA	LXN	3	-1.6702	0.09488	158645822	0.570608065573771	0	0	Primary	NA	B	548458626	707104448	NA	NA
NA	PRKCD	3	-1.6535	0.09823	53156009	0.570608065573771	0	0	Primary	NA	B	548458626	601614635	NA	NA
NA	WDR6	3	-1.662	0.09651	49007062	0.570608065573771	0	0	Primary	NA	B	548458626	597465688	NA	NA
NA	ABCG2	4	1.6545	0.098033	88090264	0.570608065573771	0	0	Primary	NA	B	775968409	864058673	NA	NA
NA	WDR41	5	1.678	0.0933	77425970	0.570608065573771	0	0	Primary	NA	B	992234598	1069660568	NA	NA
NA	CRPPA	7	1.65136	0.0987	16091192	0.570608065573771	0	0	Primary	NA	B	1403002861	1419094053	NA	NA
NA	ALDH1B1	9	-1.6811	0.09274	38392664	0.570608065573771	0	0	Primary	NA	B	1766574898	1804967562	NA	NA
NA	TOR1AIP1	1	-1.639	0.10121	179882042	0.580640776699029	0	0	Primary	NA	B	0	179882042	NA	NA
NA	SCAMP5	15	-1.636	0.10184	74957219	0.580640776699029	0	0	Primary	NA	B	2704219249	2779176468	NA	NA
NA	CYSTM1	5	-1.637	0.102	140174642	0.580640776699029	0	0	Primary	NA	B	992234598	1132409240	NA	NA
NA	HSD17B4	5	1.634	0.102	119452443	0.580640776699029	0	0	Primary	NA	B	992234598	1111687041	NA	NA
NA	ALPL	1	1.625	0.10416	21509365	0.583495031847134	0	0	Primary	NA	B	0	21509365	NA	NA
NA	CFL1	11	-1.626	0.10395	65823022	0.583495031847134	0	0	Primary	NA	B	2097428944	2163251966	NA	NA
NA	ALDH6A1	14	-1.629	0.103313	74056850	0.583495031847134	0	0	Primary	NA	B	2568732932	2642789782	NA	NA
NA	DCUN1D1	3	1.628	0.10352	182938074	0.583495031847134	0	0	Primary	NA	B	548458626	731396700	NA	NA
NA	ALAD	9	1.6281	0.10351	113386317	0.583495031847134	0	0	Primary	NA	B	1766574898	1879961215	NA	NA
NA	ELAPOR1	1	1.623	0.10459	109113679	0.584043841269841	0	0	Primary	NA	B	0	109113679	NA	NA
NA	PMS2	7	1.623	0.105	5973239	0.584477848101266	0	0	Primary	NA	B	1403002861	1408976100	NA	NA
NA	METTL13	1	-1.59804	0.11003	171781648	0.588281873111782	0	0	Primary	NA	B	0	171781648	NA	NA
NA	PHGDH	1	1.604	0.10871	119659798	0.588281873111782	0	0	Primary	NA	B	0	119659798	NA	NA
NA	CCDC90B	11	1.60808	0.107817	83259097	0.588281873111782	0	0	Primary	NA	B	2097428944	2180688041	NA	NA
NA	SLC16A7	12	-1.6024	0.10906	59596067	0.588281873111782	0	0	Primary	NA	B	2261682439	2321278506	NA	NA
NA	MAN2C1	15	-1.61	0.1075	75355792	0.588281873111782	0	0	Primary	NA	B	2704219249	2779575041	NA	NA
NA	GSPT1	16	-1.6072	0.108	11868128	0.588281873111782	0	0	Primary	NA	B	2835872847	2847740975	NA	NA
NA	PRKCA	17	-1.606	0.108274	66302636	0.588281873111782	0	0	Primary	NA	B	2955820772	3022123408	NA	NA
NA	CYP4F11	19	1.595	0.1107	15912367	0.588281873111782	0	0	Primary	NA	B	3178873248	3194785615	NA	NA
NA	FKBP1A	20	-1.5957	0.11056	1368978	0.588281873111782	0	0	Primary	NA	B	3267424814	3268793792	NA	NA
NA	APMAP	20	-1.6152	0.10627	24962925	0.588281873111782	0	0	Primary	NA	B	3267424814	3292387739	NA	NA
NA	SULT4A1	22	-1.605	0.10849	43824509	0.588281873111782	0	0	Primary	NA	B	3437918941	3481743450	NA	NA
NA	PLXND1	3	1.5956	0.11059	129555175	0.588281873111782	0	0	Primary	NA	B	548458626	678013801	NA	NA
NA	ITPR1	3	-1.6137	0.1066	4493348	0.588281873111782	0	0	Primary	NA	B	548458626	552951974	NA	NA
NA	NT5E	6	-1.5998	0.10963	85450091	0.588281873111782	0	0	Primary	NA	B	1202467741	1287917832	NA	NA
NA	FSD1L	9	-1.6113	0.10712	105447796	0.588281873111782	0	0	Primary	NA	B	1766574898	1872022694	NA	NA
NA	CHD8	14	1.59193	0.1114	21385194	0.590218674698795	0	0	Primary	NA	B	2568732932	2590118126	NA	NA
NA	PBXIP1	1	-1.574	0.11549	154944076	0.590383439306358	0	0	Primary	NA	B	0	154944076	NA	NA
NA	PDE4B	1	1.58178	0.1137	65792514	0.590383439306358	0	0	Primary	NA	B	0	65792514	NA	NA
NA	GFRA1	10	1.5712	0.11613	116056933	0.590383439306358	0	0	Primary	NA	B	1934034850	2050091783	NA	NA
NA	DIP2B	12	1.578	0.114566	50504985	0.590383439306358	0	0	Primary	NA	B	2261682439	2312187424	NA	NA
NA	GNAO1	16	1.574	0.115	56191390	0.590383439306358	0	0	Primary	NA	B	2835872847	2892064237	NA	NA
NA	CPNE7	16	-1.576	0.115	89575768	0.590383439306358	0	0	Primary	NA	B	2835872847	2925448615	NA	NA
NA	PGP	16	-1.5702	0.116	2211997	0.590383439306358	0	0	Primary	NA	B	2835872847	2838084844	NA	NA
NA	FDXR	17	-1.5751	0.115233	74862497	0.590383439306358	0	0	Primary	NA	B	2955820772	3030683269	NA	NA
NA	SUN2	22	1.5727	0.11579	38734725	0.590383439306358	0	0	Primary	NA	B	3437918941	3476653666	NA	NA
NA	H1-10	3	-1.5818	0.11371	129314772	0.590383439306358	0	0	Primary	NA	B	548458626	677773398	NA	NA
NA	ACTR3B	7	1.586	0.113	152759749	0.590383439306358	0	0	Primary	NA	B	1403002861	1555762610	NA	NA
NA	PGAM2	7	-1.57995	0.114	44062727	0.590383439306358	0	0	Primary	NA	B	1403002861	1447065588	NA	NA
NA	RIPK2	8	-1.576	0.11503	89757747	0.590383439306358	0	0	Primary	NA	B	1591733856	1681491603	NA	NA
NA	STOML2	9	-1.5788	0.11439	35099891	0.590383439306358	0	0	Primary	NA	B	1766574898	1801674789	NA	NA
NA	IQGAP1	15	-1.568	0.116881	90388218	0.591387931034483	0	0	Primary	NA	B	2704219249	2794607467	NA	NA
NA	CADPS2	7	1.567	0.117	122318427	0.591387931034483	0	0	Primary	NA	B	1403002861	1525321288	NA	NA
NA	WASHC4	12	-1.5631	0.118028	105107324	0.593175005714286	0	0	Primary	NA	B	2261682439	2366789763	NA	NA
NA	GPSM1	9	1.5644	0.11773	136327476	0.593175005714286	0	0	Primary	NA	B	1766574898	1902902374	NA	NA
NA	IVD	15	-1.56	0.118736	40405485	0.595033116809117	0	0	Primary	NA	B	2704219249	2744624734	NA	NA
NA	FAIM2	12	-1.558	0.119233	49866896	0.595319348441926	0	0	Primary	NA	B	2261682439	2311549335	NA	NA
NA	HSDL2	9	-1.557	0.11947	112379937	0.595319348441926	0	0	Primary	NA	B	1766574898	1878954835	NA	NA
NA	SPARCL1	4	1.553	0.120423	87473335	0.598373042372881	0	0	Primary	NA	B	775968409	863441744	NA	NA
NA	PAPLN	14	-1.5465	0.121984	73237497	0.604422129577465	0	0	Primary	NA	B	2568732932	2641970429	NA	NA
NA	ADK	10	-1.5162	0.12948	74151202	0.608717194666667	0	0	Primary	NA	B	1934034850	2008186052	NA	NA
NA	SEC24C	10	1.517	0.12927	73744362	0.608717194666667	0	0	Primary	NA	B	1934034850	2007779212	NA	NA
NA	ATM	11	-1.52401	0.127506	108222484	0.608717194666667	0	0	Primary	NA	B	2097428944	2205651428	NA	NA
NA	FKBP2	11	1.515	0.129772	64241003	0.608717194666667	0	0	Primary	NA	B	2097428944	2161669947	NA	NA
NA	LDHB	12	-1.532	0.125522	21635342	0.608717194666667	0	0	Primary	NA	B	2261682439	2283317781	NA	NA
NA	PYROXD1	12	1.5333	0.125193	21437615	0.608717194666667	0	0	Primary	NA	B	2261682439	2283120054	NA	NA
NA	TSFM	12	-1.516	0.129519	57782589	0.608717194666667	0	0	Primary	NA	B	2261682439	2319465028	NA	NA
NA	GPC5	13	1.525	0.12732	91398675	0.608717194666667	0	0	Primary	NA	B	2424451348	2515850023	NA	NA
NA	MVD	16	-1.531	0.126	88651935	0.608717194666667	0	0	Primary	NA	B	2835872847	2924524782	NA	NA
NA	GOSR2	17	-1.5169	0.129302	46923117	0.608717194666667	0	0	Primary	NA	B	2955820772	3002743889	NA	NA
NA	CHMP3	2	-1.51956	0.129	86503431	0.608717194666667	0	0	Primary	NA	B	276724047	363227478	NA	NA
NA	PNPT1	2	-1.51726	0.129	55634265	0.608717194666667	0	0	Primary	NA	B	276724047	332358312	NA	NA
NA	SCRN3	2	-1.5328	0.125	174395730	0.608717194666667	0	0	Primary	NA	B	276724047	451119777	NA	NA
NA	SYN3	22	1.5228	0.12781	32512552	0.608717194666667	0	0	Primary	NA	B	3437918941	3470431493	NA	NA
NA	SIDT1	3	1.5166	0.12936	113532296	0.608717194666667	0	0	Primary	NA	B	548458626	661990922	NA	NA
NA	PXK	3	1.5183	0.12894	58332880	0.608717194666667	0	0	Primary	NA	B	548458626	606791506	NA	NA
NA	ALCAM	3	-1.5382	0.12401	105366909	0.608717194666667	0	0	Primary	NA	B	548458626	653825535	NA	NA
NA	FHIT	3	-1.5391	0.12379	59749310	0.608717194666667	0	0	Primary	NA	B	548458626	608207936	NA	NA
NA	LRRC4	7	1.53378	0.125	128027071	0.608717194666667	0	0	Primary	NA	B	1403002861	1531029932	NA	NA
NA	ASPH	8	1.53	0.12602	61500557	0.608717194666667	0	0	Primary	NA	B	1591733856	1653234413	NA	NA
NA	CDK18	1	1.50939	0.1312	205504595	0.610991907407407	0	0	Primary	NA	B	0	205504595	NA	NA
NA	STON2	14	-1.509	0.131299	81260656	0.610991907407407	0	0	Primary	NA	B	2568732932	2649993588	NA	NA
NA	TRAP1	16	-1.5112	0.131	3651639	0.610991907407407	0	0	Primary	NA	B	2835872847	2839524486	NA	NA
NA	DYNC1I2	2	1.50223	0.133	171687409	0.614034120734908	0	0	Primary	NA	B	276724047	448411456	NA	NA
NA	FMNL2	2	-1.50203	0.133	152335237	0.614034120734908	0	0	Primary	NA	B	276724047	429059284	NA	NA
NA	ANXA6	5	-1.50228	0.133	151100712	0.614034120734908	0	0	Primary	NA	B	992234598	1143335310	NA	NA
NA	NME1	17	-1.5008	0.133416	51153536	0.614342261780105	0	0	Primary	NA	B	2955820772	3006974308	NA	NA
NA	ATAD1	10	1.495	0.13491	87751512	0.616792207792208	0	0	Primary	NA	B	1934034850	2021786362	NA	NA
NA	MIPEP	13	-1.496	0.1346	23730189	0.616792207792208	0	0	Primary	NA	B	2424451348	2448181537	NA	NA
NA	DCTN4	5	-1.4933	0.135	150708440	0.616792207792208	0	0	Primary	NA	B	992234598	1142943038	NA	NA
NA	CA4	17	1.493	0.135437	60149936	0.617185707253886	0	0	Primary	NA	B	2955820772	3015970708	NA	NA
NA	ARHGAP21	10	1.4865	0.13716	24583609	0.621815567010309	0	0	Primary	NA	B	1934034850	1958618459	NA	NA
NA	SUMF2	7	1.4864	0.137	56064002	0.621815567010309	0	0	Primary	NA	B	1403002861	1459066863	NA	NA
NA	ZFYVE21	14	-1.4809	0.138634	103715730	0.625274887179487	0	0	Primary	NA	B	2568732932	2672448662	NA	NA
NA	IFI30	19	1.482	0.1383	18173162	0.625274887179487	0	0	Primary	NA	B	3178873248	3197046410	NA	NA
NA	ACADM	1	-1.4677	0.14219	75724351	0.630098928571429	0	0	Primary	NA	B	0	75724351	NA	NA
NA	HPCA	1	1.462	0.14374	32885994	0.630098928571429	0	0	Primary	NA	B	0	32885994	NA	NA
NA	NTPCR	1	-1.46627	0.14257	232950605	0.630098928571429	0	0	Primary	NA	B	0	232950605	NA	NA
NA	DCAF6	1	-1.44128	0.1495	167935783	0.630098928571429	0	0	Primary	NA	B	0	167935783	NA	NA
NA	HCN3	1	1.43793	0.15045	155277583	0.630098928571429	0	0	Primary	NA	B	0	155277583	NA	NA
NA	ERLIN1	10	-1.455	0.14567	100150094	0.630098928571429	0	0	Primary	NA	B	1934034850	2034184944	NA	NA
NA	DHTKD1	10	-1.4585	0.14471	12068972	0.630098928571429	0	0	Primary	NA	B	1934034850	1946103822	NA	NA
NA	SHTN1	10	-1.4477	0.1477	116884231	0.630098928571429	0	0	Primary	NA	B	1934034850	2050919081	NA	NA
NA	PTDSS2	11	-1.4529	0.146252	448268	0.630098928571429	0	0	Primary	NA	B	2097428944	2097877212	NA	NA
NA	DPP3	11	1.43985	0.149911	66480013	0.630098928571429	0	0	Primary	NA	B	2097428944	2163908957	NA	NA
NA	NRIP2	12	1.475	0.140213	2825348	0.630098928571429	0	0	Primary	NA	B	2261682439	2264507787	NA	NA
NA	PPP1R12A	12	1.444	0.148739	79773563	0.630098928571429	0	0	Primary	NA	B	2261682439	2341456002	NA	NA
NA	DOCK9	13	1.439	0.1502	98793487	0.630098928571429	0	0	Primary	NA	B	2424451348	2523244835	NA	NA
NA	ACOT4	14	-1.45206	0.146484	73591706	0.630098928571429	0	0	Primary	NA	B	2568732932	2642324638	NA	NA
NA	CKMT1B	15	-1.466	0.142567	43593054	0.630098928571429	0	0	Primary	NA	B	2704219249	2747812303	NA	NA
NA	RABEP1	17	1.4717	0.141092	5282263	0.630098928571429	0	0	Primary	NA	B	2955820772	2961103035	NA	NA
NA	NUDT19	19	-1.4506	0.1469	32691961	0.630098928571429	0	0	Primary	NA	B	3178873248	3211565209	NA	NA
NA	CYP27A1	2	1.47101	0.141	218781749	0.630098928571429	0	0	Primary	NA	B	276724047	495505796	NA	NA
NA	TGOLN2	2	-1.46	0.144	85318024	0.630098928571429	0	0	Primary	NA	B	276724047	362042071	NA	NA
NA	HAAO	2	-1.449	0.147	42767089	0.630098928571429	0	0	Primary	NA	B	276724047	319491136	NA	NA
NA	PDXK	21	1.451	0.1468	43719094	0.630098928571429	0	0	Primary	NA	B	3361319979	3405039073	NA	NA
NA	COMT	22	-1.4693	0.14176	19941607	0.630098928571429	0	0	Primary	NA	B	3437918941	3457860548	NA	NA
NA	MYH9	22	1.441	0.14958	36281281	0.630098928571429	0	0	Primary	NA	B	3437918941	3474200222	NA	NA
NA	PPID	4	-1.4593	0.144473	158709134	0.630098928571429	0	0	Primary	NA	B	775968409	934677543	NA	NA
NA	FER	5	-1.46338	0.143	108747822	0.630098928571429	0	0	Primary	NA	B	992234598	1100982420	NA	NA
NA	AMACR	5	-1.46273	0.144	33986178	0.630098928571429	0	0	Primary	NA	B	992234598	1026220776	NA	NA
NA	ENPP4	6	1.4426	0.14914	46129993	0.630098928571429	0	0	Primary	NA	B	1202467741	1248597734	NA	NA
NA	ALDH5A1	6	-1.4435	0.14888	24494852	0.630098928571429	0	0	Primary	NA	B	1202467741	1226962593	NA	NA
NA	AFDN	6	1.447	0.1479	167826922	0.630098928571429	0	0	Primary	NA	B	1202467741	1370294663	NA	NA
NA	PYCR3	8	-1.4441	0.14872	143603913	0.630098928571429	0	0	Primary	NA	B	1591733856	1735337769	NA	NA
NA	VTA1	6	1.435	0.15129	142147230	0.63211190023753	0	0	Primary	NA	B	1202467741	1344614971	NA	NA
NA	LPP	3	-1.429	0.153	188153284	0.636234042553192	0	0	Primary	NA	B	548458626	736611910	NA	NA
NA	HEXB	5	-1.4296	0.153	74640023	0.636234042553192	0	0	Primary	NA	B	992234598	1066874621	NA	NA
NA	DNAJC8	1	-1.408	0.15913	28199456	0.638870353200883	0	0	Primary	NA	B	0	28199456	NA	NA
NA	FGGY	1	-1.39311	0.16359	59296638	0.638870353200883	0	0	Primary	NA	B	0	59296638	NA	NA
NA	CWF19L1	10	1.392	0.16392	100232298	0.638870353200883	0	0	Primary	NA	B	1934034850	2034267148	NA	NA
NA	TSPAN15	10	-1.39	0.16453	69451473	0.638870353200883	0	0	Primary	NA	B	1934034850	2003486323	NA	NA
NA	ANKRD16	10	1.397	0.1624	5861617	0.638870353200883	0	0	Primary	NA	B	1934034850	1939896467	NA	NA
NA	DCPS	11	-1.39137	0.164112	126303752	0.638870353200883	0	0	Primary	NA	B	2097428944	2223732696	NA	NA
NA	DPAGT1	11	1.42	0.155608	119096503	0.638870353200883	0	0	Primary	NA	B	2097428944	2216525447	NA	NA
NA	EIF1AD	11	-1.41351	0.157506	65996545	0.638870353200883	0	0	Primary	NA	B	2097428944	2163425489	NA	NA
NA	RAB39A	11	1.399	0.161813	107928503	0.638870353200883	0	0	Primary	NA	B	2097428944	2205357447	NA	NA
NA	DGKA	12	-1.4133	0.157556	55927319	0.638870353200883	0	0	Primary	NA	B	2261682439	2317609758	NA	NA
NA	SLC25A3	12	-1.415	0.157068	98593591	0.638870353200883	0	0	Primary	NA	B	2261682439	2360276030	NA	NA
NA	RAB5B	12	1.394	0.163318	55973913	0.638870353200883	0	0	Primary	NA	B	2261682439	2317656352	NA	NA
NA	NT5DC3	12	-1.4238	0.15451	103770453	0.638870353200883	0	0	Primary	NA	B	2261682439	2365452892	NA	NA
NA	BORCS5	12	1.412	0.15795	12357079	0.638870353200883	0	0	Primary	NA	B	2261682439	2274039518	NA	NA
NA	TBC1D4	13	-1.391	0.16423	75284672	0.638870353200883	0	0	Primary	NA	B	2424451348	2499736020	NA	NA
NA	TMEM87A	15	1.414	0.157389	42210532	0.638870353200883	0	0	Primary	NA	B	2704219249	2746429781	NA	NA
NA	LPCAT2	16	1.3915	0.164	55508998	0.638870353200883	0	0	Primary	NA	B	2835872847	2891381845	NA	NA
NA	COQ9	16	-1.407	0.159	57447425	0.638870353200883	0	0	Primary	NA	B	2835872847	2893320272	NA	NA
NA	DGKE	17	1.4209	0.155343	56834099	0.638870353200883	0	0	Primary	NA	B	2955820772	3012654871	NA	NA
NA	SLC44A2	19	-1.4054	0.1599	10602457	0.638870353200883	0	0	Primary	NA	B	3178873248	3189475705	NA	NA
NA	HLCS	21	-1.4093	0.1588	36750888	0.638870353200883	0	0	Primary	NA	B	3361319979	3398070867	NA	NA
NA	BCL2L13	22	-1.3932	0.16356	17628855	0.638870353200883	0	0	Primary	NA	B	3437918941	3455547796	NA	NA
NA	SEC14L2	22	1.4033	0.16051	30396857	0.638870353200883	0	0	Primary	NA	B	3437918941	3468315798	NA	NA
NA	SLC2A11	22	1.4028	0.16068	23856703	0.638870353200883	0	0	Primary	NA	B	3437918941	3461775644	NA	NA
NA	CACNA2D3	3	-1.396	0.1627	54122547	0.638870353200883	0	0	Primary	NA	B	548458626	602581173	NA	NA
NA	NAA80	3	1.3982	0.16204	50296402	0.638870353200883	0	0	Primary	NA	B	548458626	598755028	NA	NA
NA	NLN	5	-1.427	0.154	65722196	0.638870353200883	0	0	Primary	NA	B	992234598	1057956794	NA	NA
NA	SRI	7	-1.41964	0.156	88205118	0.638870353200883	0	0	Primary	NA	B	1403002861	1491207979	NA	NA
NA	GBA2	9	-1.3965	0.16256	35736866	0.638870353200883	0	0	Primary	NA	B	1766574898	1802311764	NA	NA
NA	NIPSNAP3B	9	1.405	0.16002	104764157	0.638870353200883	0	0	Primary	NA	B	1766574898	1871339055	NA	NA
NA	AACS	12	-1.3825	0.166812	125065379	0.639264287581699	0	0	Primary	NA	B	2261682439	2386747818	NA	NA
