Analytes	EntrezGeneSymbol
X3447.64	CXCL8
X3448.13	INSR
X3449.58	SERPINA4
X3450.4	KLK6
X3452.17	LCK
X3453.87	LYN
X3457.57	POSTN
X3459.49	PDGFRB
X3461.58	BCAN
X3466.8	PRKACA
X3469.74	RPS6KA3
X3470.1	SELE
X3471.49	STK16
X3472.40	BIRC5
X3473.78	MPL
X3474.19	THBS1
X3477.63	NTRK1
X3479.71	PRSS3
X3480.7	DUSP3
X3481.87	XPNPEP1
X3484.60	AGT
X3485.28	B2M
X3486.58	FGF1
X3487.32	CXCL13
X3489.9	CNTF
X3494.71	FGF17
X3495.15	CXCL6
X3497.13	IFNA2
X3498.53	IL17A
X3499.77	IL17B
X3503.4	ITGA1|ITGB1
X3504.58	HAMP
X3505.6	LTA|LTB
X3506.49	LTA|LTB
X3508.78	CCL22
X3509.1	CCL15
X3514.49	PRTN3
X3516.60	CXCL12
X3518.54	CPB2
X3519.3	CCL17
X3520.58	TGFB3
X3521.16	CGA|TSHB
X3522.57	VIP
X3534.14	CD40LG
X3535.84	DKK1
X3538.26	DDC
X3554.24	ADIPOQ
X3580.25	SERPINA1
X3581.53	AHSG
X3583.54	ARSA
X3585.54	BSG
X3587.53	BMP10
X3591.51	CDH6
X3592.4	CAMK1
X3593.72	CASP3
X3600.2	CHIT1
X3601.54	CHL1
X3603.60	CLEC7A
X3605.77	MASP1
X3607.71	DKK3
X3611.70	ECE1
X3613.62	FCN1
X3616.3	GNS
X3617.80	HGFAC
X3620.67	IL22RA1
X3622.33	LGMN
X3623.84	LY86
X3624.3	PRSS27
X3627.71	MMEL1
X3628.3	MAP2K2
X3629.60	CDC42BPB
X3630.27	CADM3
X3633.70	NID2
X3634.5	OPCML
X3635.76	OCIAD1
X3636.37	OLR1
X3640.14	LRPAP1
X3642.4	CD84
X3644.5	DKKL1
X3646.7	TEC
X3647.49	TLR4|LY96
X3651.50	KDR
X3654.27	BMPER
X3666.17	CFHR5
X3676.15	IGF2R
X3684.78	MSR1
X3685.53	MFRP
X3708.62	A2M
X3709.4	GPT
X3710.49	PLG
X3714.49	CKB|CKM
X3719.2	CDKN1B
X3723.1	NPPB
X3727.35	PYY
X3728.52	SCT
X3730.81	TNFRSF4
X3736.60	BMP6
X3738.54	CSF1
X3739.72	ITGA2B|ITGB3
X3741.4	IL5
X3758.68	PROC
X3761.4	PTGS2
X3766.51	STX1A
X3773.15	TEK
X3795.6	ADAM9
X3796.79	ANGPTL4
X3797.1	CDH2
X3798.71	CA9
X3799.11	CA3
X3800.71	CKB
X3805.16	ESM1
X3806.55	EPHA5
X3807.1	FGF23
X3808.76	FGFR2
X3809.1	FGFR3
X3810.50	FGR
X3813.3	FYN
X3814.63	IL11RA
X3815.14	IL12RB2
X3817.18	PRKCQ
X3820.68	MAPKAPK2
X3821.28	MAPKAPK5
X3822.54	MAPKAPK3
X3823.9	MATK
X3825.18	MAPK8
X3827.22	PAK6
X3828.54	PDGFC
X3831.21	PTEN
X3832.51	PTK6
X3835.11	TLR2
X3836.51	UFM1
X3837.6	ZAP70
X3839.60	AIP
X3844.2	PPIA
X3845.51	DYNLRB1
X3847.56	ETHE1
X3852.19	DNAJB1
X3853.56	MDH1
X3854.24	NACA
X3855.56	PRDX1
X3858.5	ACP1
X3859.50	PSMA1
X3860.7	PSMA6
X3864.5	RPS7
X3866.7	SBDS
X3867.49	SEZ6L2
X3868.8	SGTA
X3872.2	TPT1
X3873.51	TPO
X3874.8	UBE2L3
X3875.62	ARID3A
X3879.50	CDC37
X3881.49	DYNLL1
X3887.90	KPNB1
X3888.8	ING1
X3889.64	LMNB1
X3890.8	LDHB
X3891.56	MBD4
X3892.21	MED1
X3893.64	MSLN
X3894.15	NAGK
X3896.5	PGAM1
X3897.61	PDXP
X3898.5	PSMD7
X3902.21	SKP1
X3903.49	SNX4
X3905.62	UBE2N
X4122.12	DDR1
X4123.60	FGF4
X4124.24	HSPA1A
X4125.52	AGER
X4126.22	BPI
X4127.75	C6
X4128.27	CCL24
X4129.72	CFB
X4130.71	FGF6
X4132.27	FST
X4133.54	GZMB
X4135.84	IGHE
X4136.40	IL17D
X4137.57	IL25
X4138.25	IL20
X4139.71	IL6R
X4140.3	IL7
X4143.74	XCL1
X4144.13	CCL13
X4145.58	NTF3
X4146.58	NTF4
X4148.49	PAPPA
X4149.8	PDGFB
X4150.75	PLG
X4151.6	PLG
X4152.58	KLKB1
X4153.11	SERPINA3
X4154.57	SELP
X4155.3	TNC
X4156.74	TGFB2
X4158.54	PLAU
X4159.130	CFH
X4160.49	MMP2
X4162.54	TF
X4163.5	H2AZ1
X4179.57	YWHAG
X4184.43	EIF4EBP2
X4187.49	PGD
X4188.1	AKR7A2
X4192.10	AKR1A1
X4194.26	ANP32B
X4203.50	CFL1
X4209.60	VTA1
X4212.5	EPS15L1
X4217.49	HSD17B10
X4220.39	FER
X4224.7	SYNCRIP
X4230.1	EIF4G2
X4232.19	IGF1R
X4234.8	IL1RL1
X4237.70	LCMT1
X4238.4	LIN7B
X4240.31	PKM
X4245.80	MDM2
X4246.40	L1CAM
X4250.23	NSFL1C
X4254.6	NUDCD3
X4258.15	PA2G4
X4261.55	PON1
X4267.81	PES1
X4271.75	PFDN5
X4272.46	GPI
X4276.10	PEBP1
X4278.14	P4HB
X4280.47	PSMA2
X4282.3	RAN
X4284.18	RBM39
X4292.5	NAPA
X4294.16	SPHK1
X4301.58	TK1
X4304.18	LCORL
X4306.4	TKT
X4309.59	TPI1
X4314.12	DCTPP1
X4318.12	PTPN6
X4322.28	AMN
X4328.2	BOC
X4330.4	KLK3
X4332.6	CLEC1B
X4336.2	SAA1
X4337.49	CRP
X4342.10	ICAM1
X4355.13	DAPK2
X4359.87	DYRK3
X4374.45	GDF15
X4383.97	INHBA|INHBB
X4389.2	DHH
X4392.54	FGF12
X4393.3	FGF16
X4394.71	FGF8
X4396.54	IFNL1
X4397.26	IFNL2
X4407.10	MST1
X4413.3	SLPI
X4420.7	ADAM12
X4423.77	BCL2L1
X4428.1	CHST2
X4429.51	CHST6
X4435.66	ENPP7
X4436.1	ENTPD3
X4437.56	ENTPD5
X4440.15	FCRL3
X4450.26	HNRNPAB
X4452.9	LRRTM1
X4453.83	LRRTM3
X4455.89	MFGE8
X4459.68	PCSK7
X4460.8	PDPK1
X4464.10	SIGLEC1
X4467.49	SPARCL1
X4468.21	SPHK2
X4469.78	CHST15
X4472.5	TPM2
X4474.19	RPS27A
X4479.14	SERPING1
X4480.59	C3
X4481.34	C4A|C4B
X4482.66	C5|C6
X4487.1	FGF7
X4491.4	IL5RA
X4493.92	IL11
X4496.60	MMP12
X4498.62	NCAM1
X4499.21	PDGFA
X4500.50	CLEC11A
X4533.76	ADAMTS15
X4534.10	PRSS22
X4535.50	BST1
X4540.11	CBX5
X4541.49	CDON
X4542.24	CLU
X4543.65	COL23A1
X4544.4	PPBP
X4545.53	DNAJC19
X4546.27	ADGRE2
X4547.59	FLRT1
X4548.4	FUT3
X4549.78	FUT5
X4551.72	ADGRG5
X4553.65	HDGFL2
X4556.10	IL34
X4557.61	KIRREL3
X4559.64	KYNU
X4560.34	LCK
X4562.1	NXPH1
X4563.61	PLCG1
X4564.2	PLXNC1
X4566.24	RSPO2
X4567.82	SH2D1A
X4568.17	SLITRK5
X4569.52	SORCS2
X4588.1	PPY
X4594.22	ADCYAP1
X4673.13	IL6
X4693.72	HIBADH
X4696.2	FABP3
X4697.59	CSF2
X4703.87	LTA
X4706.17	EPB41
X4707.50	YWHAH
X4708.3	HSD17B1
X4712.28	APOD
X4717.55	IL3
X4718.5	PPIB
X4719.58	PDIA3
X4721.54	TFF3
X4763.31	AFM
X4771.10	SMPDL3A
X4775.34	GSN
X4785.30	SERPINA6
X4792.51	env
X4801.13	LPO
X4807.13	COL8A1
X4811.33	ITIH4
X4815.25	TXNDC12
X4829.43	SFN
X4831.4	SELL
X4832.75	TNFRSF10A
X4834.61	EPHA2
X4840.73	CSF3
X4842.62	GPC3
X4851.25	IL1A
X4859.6	BMPR1A
X4862.63	BMPR2
X4866.59	NTRK2
X4867.15	VEGFA
X4874.3	ANG
X4876.32	F9
X4878.3	F10
X4880.21	GDF2
X4883.56	INS
X4886.3	CCL7
X4889.82	WNT7A
X4890.10	POMC
X4891.50	GCG
X4900.8	C3
X4903.72	PPP3CA|PPP3R1
X4904.7	CASP2
X4905.63	COTL1
X4906.35	F5
X4907.56	FGA|FGB|FGG
X4908.6	ENG
X4909.68	LGALS8
X4910.21	PLA2G1B
X4911.49	GSTP1
X4913.78	CCL16
X4915.64	HBA1|HBB
X4916.2	IGHD
X4917.62	ITGAV|ITGB5
X4918.21	KNG1
X4920.10	LYZ
X4922.13	CCL19
X4923.79	AMH
X4924.32	MMP1
X4925.54	MMP13
X4929.55	SHBG
X4930.21	STC1
X4931.59	F3
X4956.2	EREG
X4959.2	AGR2
X4960.72	ANXA1
X4961.17	ANXA2
X4962.52	CDNF
X4963.19	ARPP19
X4964.67	ERAP1
X4965.27	ATP5F1B
X4967.1	C1QBP
X4968.50	CAPG
X4969.2	CA1
X4970.55	CA2
X4971.1	CTSZ
X4973.18	BIRC3
X4976.57	CRK
X4978.54	DBNL
X4979.34	DPT
X4981.6	DSC3
X4982.54	PI3
X4983.6	ERP29
X4984.83	ESD
X4985.11	FABP5
X4986.59	PTK2
X4987.17	FCAR
X4988.49	FGFR4
X4989.7	FGG
X4990.87	GP1BA
X4991.12	GPC5
X4992.49	GRN
X4993.16	GSTA3
X4995.16	HPGD
X4996.66	HRG
X4997.19	EIF4A3
X5001.6	SCGB2A1
X5002.76	MMP14
X5004.69	MAPK11
X5005.4	MAPK12
X5006.71	MAPK13
X5007.1	MAPK14
X5008.51	SOD2
X5009.11	MSN
X5011.11	NAMPT
X5012.67	AK1
X5013.2	CLIC1
X5014.49	NCK1
X5015.15	PLA2G7
X5017.19	PRDX5
X5018.68	PRDX6
X5019.16	UCHL1
X5020.50	PGK1
X5021.13	PPA1
X5023.23	ADSL
X5024.67	RB1
X5026.66	RPS3
X5028.59	CD163
X5029.3	FAP
X5030.52	SIRT2
X5031.10	SPTAN1
X5032.64	SSRP1
X5033.27	TPM1
X5034.79	PRSS2
X5035.7	TYMS
X5036.50	TNFAIP6
X5060.62	CD274
X5061.27	ICOSLG
X5062.60	CD226
X5063.12	CD244
X5065.8	CD83
X5066.134	CD300C
X5069.9	CD55
X5070.76	TNFRSF6B
X5076.53	EPHA10
X5078.82	EPHB6
X5080.131	GPNMB
X5082.51	IL1RAPL2
X5084.154	IL17RB
X5085.18	IL20RA
X5087.5	IL22RA2
X5088.175	IL23R
X5089.11	IL7R
X5090.49	LILRB1
X5091.28	LILRB2
X5092.51	JAG1
X5093.47	JAG2
X5094.62	JAML
X5095.21	KIR2DL4
X5096.51	KIR3DL2
X5097.14	KIR3DS1
X5098.79	KLRF1
X5099.14	LAG3
X5100.53	SCARB2
X5102.55	MICB
X5103.30	CD200R1
X5104.57	NCR1
X5105.2	RTN4R
X5106.52	NOTCH2
X5107.7	NOTCH1
X5108.72	NOTCH3
X5109.24	NRCAM
X5110.84	NRXN1
X5111.15	NRXN3
X5112.73	CD200
X5114.65	PRLR
X5115.31	RELT
X5116.62	ROBO2
X5117.14	ROBO3
X5121.3	SEMA6B
X5122.92	SEMA6A
X5124.62	ICAM5
X5124.69	ICAM5
X5125.6	SIGLEC14
X5128.53	SLAMF6
X5129.12	SCARF1
X5131.15	TNFRSF19
X5132.71	IL27RA
X5133.17	TGFBR2
X5134.52	HAVCR2
X5138.50	TNFRSF12A
X5139.32	UNC5C
X5140.56	UNC5D
X5178.5	PDE7A
X5183.53	PRKAA1|PRKAB1|PRKAG1
X5193.51	KRAS
X5196.7	NMT1
X5201.50	PDE9A
X5202.4	PPID
X5204.13	PSME3
X5223.59	GCKR
X5225.50	CSNK2A1|CSNK2B
X5226.36	CSNK2A2|CSNK2B
X5228.25	KIF23
X5229.90	IMPDH1
X5230.99	HMGCR
X5231.79	PCSK9
X5236.2	NR1D1
X5238.26	PPIE
X5242.37	MAP2K4
X5245.40	PRKAA2|PRKAB2|PRKAG1
X5246.64	PDE2A
X5248.68	PPIF
X5249.31	STK17B
X5250.53	IMPDH2
X5252.33	PDE11A
X5253.1	PDE1A
X5254.69	PDE3A
X5255.22	PDE4D
X5256.86	PDE5A
X5259.2	MAP3K7|TAB1
X5260.80	TYK2
X5261.13	ABL2
X5262.57	BCAR3
X5264.65	CALR
X5265.12	GRAP2
X5268.49	MMP16
X5272.55	SHC1
X5275.28	VAV1
X5280.68	SLC25A18
X5301.7	CCL11
X5307.12	F9
X5312.49	APOE
X5315.22	TNNT2
X5316.54	F2
X5337.64	CD86
X5339.49	S100A9
X5340.24	CASP10
X5343.74	CPE
X5346.24	CPNE1
X5347.59	CCNB1
X5349.69	DLL1
X5350.14	GPC6
X5351.52	HNRNPA2B1
X5352.11	TNFRSF14
X5354.11	KRT18
X5355.69	TNFSF14
X5356.2	MIF
X5357.60	NLGN4X
X5358.3	OMD
X5359.65	PIM1
X5360.9	AKT2
X5363.51	SEMA3E
X5364.7	SET
X5383.14	TNFRSF13C
X5384.67	BRF1
X5392.73	FAS
X5400.52	LEPR
X5404.53	TNFRSF21
X5410.53	CDH15
X5412.53	CD27
X5424.55	TNFRSF11A
X5430.66	SIRPA
X5437.63	FABP3
X5440.26	TNNI2
X5441.67	TNNI3
X5443.62	NPPA
X5451.1	ALCAM
X5452.71	ASGR1
X5456.59	CNDP1
X5457.5	COLEC12
X5460.60	DDX19B
X5462.62	FCN3
X5463.22	GAS1
X5464.52	GRB2
X5465.32	HS6ST1
X5467.15	HSP90AB1
X5468.67	IL17RC
X5475.10	PRKCB
X5476.66	PRKCG
X5478.50	FOLH1
X5480.49	CCL5
X5481.16	RASA1
X5483.1	RGMA
X5484.63	RPS3A
X5486.73	ICAM2
X5487.7	SLAMF7
X5488.74	SRC
X5490.53	SPOCK1
X5491.12	SPOCK2
X5493.17	WNK3
X5494.52	SNRPF
X5496.49	SPON1
X5508.62	CTSD
X5509.7	EGF
X5526.53	TNFRSF18
X5532.53	FGFR1
X5534.49	TNFRSF10B
X5542.22	NRP1
X5581.28	FGL1
X5583.62	RYK
X5584.21	TCN2
X5586.66	MINPP1
X5587.3	CCDC134
X5590.11	ZPLD1
X5593.11	PDIA5
X5594.87	MESD
X5596.75	CD5
X5598.3	GREM2
X5599.88	PCYOX1L
X5601.2	PGLYRP2
X5602.62	RNASE10
X5604.30	HPSE
X5605.77	MFNG
X5606.24	MFAP1
X5609.92	TAFA5
X5610.32	FAM171A1
X5611.56	DEFB108B
X5612.16	HINT2
X5613.75	LAT2
X5614.44	CRH
X5615.62	FAM172A
X5617.41	NPFF
X5618.50	FAM3B
X5620.13	PAM
X5621.64	THSD1
X5623.11	CD300LF
X5624.66	FOLR3
X5626.20	CTRC
X5627.53	GNRH1
X5628.21	SEMA3G
X5629.58	KLRC1
X5630.48	CD300A
X5631.83	MLN
X5632.6	CRTAC1
X5633.65	LILRB2
X5634.39	POFUT1
X5635.66	TREM2
X5637.81	NTNG1
X5638.23	COLGALT1
X5639.49	NETO1
X5643.2	LCN8
X5644.60	RNASE4
X5646.20	RNASE6
X5648.28	CTRB2
X5649.83	PSG4
X5650.9	PDIA6
X5651.50	PSG7
X5653.23	PRSS37
X5654.70	TMX3
X5656.53	ENDOU
X5657.28	ST3GAL1
X5658.64	F13B
X5659.11	TRH
X5660.51	SOD3
X5661.15	IL18
X5663.18	PF4V1
X5664.57	DEFB106A
X5666.64	IL1R2
X5667.3	SEMA3B
X5668.49	AGR3
X5669.26	SIRPB2
X5671.1	CTRB1
X5675.6	TNC
X5676.54	ASIP
X5677.15	C2orf66
X5679.16	DEFB103A
X5680.54	OBP2B
X5682.13	VASN
X5687.5	PRKCSH
X5688.65	CBLN4
X5689.1	DEFB112
X5691.2	CRISPLD2
X5692.79	TNF
X5693.6	REG1B
X5694.57	SMOC1
X5695.5	BPIFA2
X5698.60	TNXB
X5699.19	FAM189A2
X5701.81	CLEC3B
X5703.26	OLFM1
X5704.74	GZMM
X5707.55	ELK3
X5708.1	LEAP2
X5713.9	IFNL3
X5714.88	IFNA6
X5715.4	ABHD14A
X5716.49	CSAG1
X5717.2	CILP
X5719.66	FAM189A2
X5721.1	CD226
X5722.78	PRCP
X5723.4	INSL3
X5724.58	SBSN
X5725.1	OMD
X5726.49	SPAG11A
X5727.35	B3GLCT
X5728.60	FCRL1
X5729.27	SOST
X5730.60	CXCL14
X5731.1	SPINK6
X5733.61	IFNA10
X5734.13	NECTIN4
X5735.54	C1GALT1C1
X5736.1	TREML2
X5737.61	SEMA4D
X5738.25	TNC
X5739.75	KRTDAP
X5740.17	ROBO1
X5741.55	RNASE3
X5742.14	ACP6
X5743.82	CARTPT
X5744.12	MENT
X5745.64	PI15
X5746.37	EFNB1
X5747.67	BGLAP
X5748.20	ASAH1
X5749.53	CLPS
X5751.14	LETMD1
X5752.63	SUSD3
X5754.76	INSL6
X5755.29	GIP
X5756.66	PAPPA2
X5757.45	GNAS
X5758.49	KLK9
X5759.10	EFNA3
X5762.35	SPAG11B
X5763.67	DEFB104A
X5764.4	GALNT2
X5765.53	DEFB121
X5792.8	AFP
X5798.3	BID
X5801.72	NGF
X5803.24	C3
X5807.77	CD70
X5810.25	TDGF1
X5813.58	EPO
X5822.22	GDNF
X5825.49	IFNGR1
X5834.18	IL9
X5837.49	LIFR
X5843.60	EHMT2
X5846.24	NOG
X5852.6	S100A12
X5854.60	MAPT
X5858.6	YWHAZ
X5861.78	HAAO
X5864.10	ALDOA
X5870.23	BAD
X5879.51	DCTN2
X5882.34	EEF1B2
X5885.55	EIF4H
X5888.29	EIF5A
X5897.58	GRP
X5900.11	HINT1
X5903.91	HSPA8
X5909.51	NME1
X5915.58	PEX5
X5918.5	PSME1
X5927.4	CCN6
X5930.54	TNNI3
X5934.1	FTH1|FTL
X5936.53	TNF
X5939.42	TNFSF12
X5947.90	THPO
X5954.62	PTH
X5957.30	SST
X5963.9	DMKN
X5970.61	LECT2
X5980.55	BOLA3
X5981.6	
X5982.50	CFHR1
X5988.49	TNFSF14
X5992.50	CD8A
X6003.28	NEU1
X6019.12	C1QTNF9
X6020.52	UTS2
X6022.57	NELL2
X6024.68	CPE
X6027.31	RLN3
X6035.2	ST6GAL1
X6036.78	EPHA10
X6039.24	CRHBP
X6042.52	TNC
X6049.64	PTPRS
X6054.6	NXPH3
X6055.53	IFNAR1
X6064.4	ERP44
X6069.71	SUMF2
X6075.61	HEXB
X6077.63	ADA2
X6079.59	PXYLP1
X6081.52	PCOLCE2
X6086.15	CHRDL2
X6103.70	FCRL5
X6104.1	FGFRL1
X6107.3	CELA1
X6113.31	EDN3
X6117.4	PCSK2
X6119.14	MAMDC2
X6123.69	TP53
X6151.18	MAP2K3
X6168.11	TP53
X6172.7	UBC
X6207.10	PSAP
X6209.2	AOC1
X6210.100	IFNA5
X6213.10	CGB2
X6214.84	IFNA8
X6217.23	QSOX1
X6219.14	PDZD11
X6221.1	ADPGK
X6223.5	GUCA2B
X6225.3	PRSS8
X6226.69	MICU2
X6227.1	KLK10
X6228.58	SPACA1
X6229.13	CSH1|CSH2
X6230.56	CER1
X6231.46	STC2
X6232.54	CD86
X6234.74	VIT
X6236.51	CTHRC1
X6237.11	FGFRL1
X6238.55	PSG8
X6240.70	RSPO1
X6245.4	NECTIN2
X6247.9	SIRPB1
X6248.68	FAS
X6252.62	SCGB3A1
X6255.74	CPXM1
X6256.9	LY6G6C
X6257.56	CGREF1
X6259.60	TNC
X6260.14	TNC
X6262.14	IL17RB
X6263.77	PLTP
X6264.9	CCN1
X6267.51	STMN4
X6273.58	P3H1
X6274.15	WSCD2
X6276.16	FURIN
X6280.11	PCDH8
X6281.51	ST3GAL2
X6283.60	MCEMP1
X6284.7	ALKAL2
X6285.71	MLEC
X6289.78	ARHGAP36
X6290.3	UTS2B
X6291.55	CLSTN3
X6294.11	BAGE2
X6296.36	OIT3
X6304.8	C1QTNF1
X6315.58	PLBD1
X6321.65	PCDHGA10
X6324.11	DNASE1L2
X6326.20	BMP4
X6334.9	GGT2
X6342.10	NPNT
X6350.43	APOC2
X6351.55	CD79B
X6352.8	INSRR
X6354.13	HEPHL1
X6356.3	CPB1
X6357.83	CELA3B
X6359.50	POMGNT2
X6360.7	DEFB128
X6361.49	PTPRR
X6362.6	ECRG4
X6364.7	TAPBPL
X6367.66	FMOD
X6368.9	CSTL1
X6369.82	DEAF1
X6371.50	ANGPTL7
X6372.7	YBX2
X6373.54	DLK1
X6374.7	MMP20
X6375.75	XXYLT1
X6377.54	LYZL2
X6378.2	C5orf38
X6379.62	ADAMTSL2
X6380.23	MRPL58
X6382.17	MANBA
X6383.90	TLL1
X6384.19	WFDC3
X6385.63	VWA1
X6387.61	DEFA5
X6388.21	CCDC126
X6390.18	NPS
X6391.52	LILRA3
X6392.7	CCN5
X6393.63	HSP90B1
X6395.58	GPHA2
X6398.12	LONP1
X6399.52	DEFB107A
X6400.33	TP53I13
X6402.8	PILRA
X6404.20	C1QL1
X6405.74	PSG2
X6406.3	NMES1
X6407.63	LAD1
X6408.2	INHBC
X6409.57	ADGRF5
X6410.26	INSL4
X6411.58	DEFB135
X6413.79	LIPK
X6414.8	OAF
X6415.90	CPN2
X6420.4	SDHAF2
X6421.52	IFNA16
X6423.66	C1QL2
X6424.2	RNASE13
X6425.87	MMP19
X6430.36	TAFA2
X6431.68	PCYOX1
X6433.57	FAM20A
X6434.18	AOC2
X6439.59	C14orf93
X6440.31	MFAP5
X6441.62	ADAMTS6
X6442.6	BAGE3
X6444.15	PSG3
X6447.73	PTX3
X6448.36	SEMA3C
X6450.8	FABP6
X6451.64	ASPN
X6453.70	LILRB4
X6454.38	ARHGDIA
X6455.52	HAPLN4
X6456.17	PSG6
X6458.6	RPN1
X6461.54	APOC3
X6462.12	TIMP4
X6463.59	QRFP
X6464.40	PVRIG
X6467.65	POGLUT1
X6468.37	TAC4
X6469.62	LY6G6D
X6470.19	FBLN1
X6471.53	CFHR4
X6472.40	PMEL
X6473.55	BPIFA1
X6478.2	IGLON5
X6480.1	CANT1
X6485.59	IGLL1
X6491.59	KLK15
X6493.9	CPZ
X6494.60	SPACA5
X6495.14	EDN1
X6496.60	DLK1
X6497.10	RS1
X6502.50	CRIM1
X6504.65	LOXL2
X6506.54	TMED10
X6507.16	NCAM2
X6508.68	SCGB1D2
X6510.56	RNF128
X6511.17	TAFA4
X6512.68	KREMEN1
X6517.14	GDF10
X6518.85	GHRL
X6520.87	MGP
X6521.35	NPTX2
X6525.17	DUSP13
X6526.77	OBP2A
X6527.1	TRIL
X6528.95	EXTL2
X6530.63	OPRPN
X6531.29	FAM162A
X6533.20	DNASE2B
X6536.54	PLBD2
X6538.90	KIAA2013
X6543.182	PRLH
X6544.33	NELL1
X6545.58	PRNP
X6546.41	DKK2
X6547.83	TMPRSS11D
X6549.60	VSTM2L
X6550.4	ICAM4
X6551.94	SERPINA12
X6553.68	CFAP45
X6555.58	STOML2
X6556.5	ENPP5
X6557.50	LRRC15
X6558.5	COLEC10
X6561.77	IGKV1-5
X6563.78	HSPA1A
X6565.68	CDCP1
X6568.18	HEPACAM2
X6570.1	COL13A1
X6571.75	C17orf78
X6572.10	LRRTM4
X6574.11	FCMR
X6575.79	ADAMTSL1
X6576.1	ART4
X6577.64	LAMA4
X6578.29	TNMD
X6580.29	PZP
X6583.67	SERPINA10
X6584.1	HRC
X6586.19	ADAM11
X6587.6	LRFN5
X6590.54	NRP2
X6593.5	GALNT3
X6594.64	SAYSD1
X6597.24	FAM174A
X6599.5	APCDD1
X6600.70	RELL2
X6603.18	ANOS1
X6604.59	NDNF
X6605.17	IGFALS
X6609.22	CNP
X6612.90	BRICD5
X6617.12	FCRL6
X6620.82	LINGO1
X6622.90	APLN
X6624.94	WNT11
X6625.31	ATAD1
X6626.81	CHST12
X6627.25	PNLIPRP1
X6629.3	DEFB1
X6631.17	COL9A1
X6633.43	UPK3BL1
X6641.60	UBB
X6645.53	POSTN
X6647.55	UBC
X6649.51	NTN1
X6651.74	UBB
X6653.58	CD47
X6706.18	ALPG
X6713.4	LRP11
X6715.63	ALPG
X6895.1	TFRC
X6896.3	C1orf162
X6897.38	B3GAT3
X6899.37	PCBD2
X6900.30	UBE2J1
X6904.14	LRRTM2
X6907.17	TMCO5A
X6909.40	MGAT2
X6911.103	CLEC6A
X6912.6	MICU3
X6913.189	HMGB2
X6914.15	AMIGO2
X6915.2	CD164L2
X6917.49	LRRC3
X6918.183	CCK
X6919.3	HBZ
X6920.1	GFRAL
X6921.24	B4GALT3
X6923.1	PLOD2
X6925.26	SNX8
X6927.7	NDST1
X6929.10	ST8SIA3
X6930.95	ST8SIA6
X6931.10	CTAG1A
X6932.42	ITGA5
X6933.20	MRPL34
X6935.123	BAMBI
X6936.7	PMEPA1
X6937.251	C1orf43
X6938.21	PCDHGA12
X6940.18	JPH1
X6941.11	SUMF1
X6947.4	ST3GAL6
X6948.82	FIG4
X6951.26	ASIC4
X6955.68	SNX1
X6957.14	PNLIPRP2
X6961.14	IGFL3
X6962.5	HLA-DRB3
X6965.19	CNTNAP2
X6966.144	STX1B
X6969.14	WFDC5
X6973.111	IGF2
X6974.6	CD74
X6975.52	SNAPIN
X6984.6	IGSF8
X6986.17	HS3ST3B1
X6990.44	SDF2L1
X6991.24	FUT9
X6992.67	HBD
X6993.8	NT5E
X6994.19	C3orf18
X6997.32	RAB26
X6998.106	ASPH
X7002.1	MXRA8
X7003.4	GALNT10
X7006.4	COL25A1
X7007.24	TRAPPC4
X7008.13	EVA1C
X7009.6	CD72
X7009.8	CD72
X7012.35	VNN2
X7015.8	LILRB5
X7016.12	GCNT1
X7018.10	TSR3
X7019.13	SEMA7A
X7020.13	CHST5
X7038.45	ST8SIA4
X7045.4	BNIP3
X7046.6	C20orf173
X7048.4	CEACAM19
X7049.2	ADAM23
X7050.5	NEGR1
X7054.87	CLEC2D
X7056.16	SLC3A2
X7059.14	LILRA6
X7060.2	ERO1A
X7064.2	VAMP8
X7065.1	MPIG6B
X7066.199	FAM209B
X7069.9	TSNARE1
X7070.25	KEL
X7071.23	MAN1B1
X7073.69	C22orf15
X7076.17	ECEL1
X7082.2	B3GNT6
X7083.74	MATN4
X7084.1	DRAXIN
X7085.81	CDSN
X7089.42	SYT11
X7090.17	GALNT1
X7092.7	PDILT
X7096.30	RMDN1
X7097.8	CDY1
X7099.33	FSTL5
X7100.31	CD2
X7104.71	CABP7
X7105.7	CABLES2
X7106.37	OOSP2
X7108.7	SMIM24
X7110.2	DNAJB11
X7113.1	GRPEL1
X7115.5	SEMG1
X7116.31	OSCAR
X7117.21	SERPINI2
X7118.24	IGDCC3
X7121.2	SYT7
X7122.31	LGR5
X7123.25	MRPL52
X7124.18	IL21
X7127.3	APOA2
X7128.9	VWA2
X7130.4	LAIR2
X7131.207	TNC
X7131.8	CETP
X7132.55	C1QL4
X7134.14	BCL2L2
X7136.107	HBE1
X7137.8	MSRA
X7139.14	SLITRK4
X7140.1	CELA2A
X7141.21	MGAT4B
X7142.5	CPN1
X7143.9	GCNT2
X7144.234	KAZALD1
X7145.1	ITIH3
X7146.16	PDIA4
X7146.5	PDIA4
X7147.35	WFDC8
X7148.42	ANTKMT
X7152.5	HAVCR2
X7153.66	NGRN
X7155.46	C4BPB
X7156.2	FUT10
X7161.25	H6PD
X7167.102	VAPA
X7173.141	TMEM132C
X7174.15	CD38
X7175.4	PCDHGA2
X7178.59	DEPP1
X7179.69	NFASC
X7180.114	IFNA14
X7181.17	VAPB
X7182.1	CES1
X7183.102	ANGPTL8
X7184.13	CEACAM7
X7185.29	GP5
X7186.111	STX3
