Analytes	ENSG_ID	Gene	Start	End	CHR	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	NormGroup	Strand	Type
X10600.24	ENSG00000153132	CLGN	140388453	140427661	4	10600-24	3	SL017410	Calmegin	CLGN	O14967	1047	CLGN	S2	-1	protein_coding
X10603.1	ENSG00000205649	HTN3	70028455	70036538	4	10603-1	3	SL012419	Histatin-3	HIS3	P15516	3347	HTN3	S2	1	protein_coding
X10605.22	ENSG00000101474	APMAP	24962925	24992751	20	10605-22	3	SL004748	Adipocyte plasma membrane-associated protein	APMAP	Q9HDC9	57136	APMAP	S1	-1	protein_coding
X10606.34	ENSG00000143337	TOR1AIP1	179882042	179920077	1	10606-34	3	SL026012	Torsin-1A-interacting protein 1:Perinuclear domain	TOIP1:Perinuclear	Q5JTV8	26092	TOR1AIP1	S2	1	protein_coding
X10608.9	ENSG00000126550	HTN1	70050438	70058848	4	10608-9	3	SL012418	Histatin-1	HIS1	P15515	3346	HTN1	S1	1	protein_coding
X10612.18	ENSG00000106397	PLOD3	101205977	101218420	7	10612-18	3	SL008694	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	PLOD3	O60568	8985	PLOD3	S2	-1	protein_coding
X10613.33	ENSG00000166734	GOLM2	44288719	44415758	15	10613-33	3	SL018589	Protein CASC4	CASC4	Q6P4E1	113201	GOLM2	S2	1	protein_coding
X10615.18	ENSG00000158887	MPZ	161304735	161309968	1	10615-18	3	SL008066	Myelin protein P0	MYP0	P25189	4359	MPZ	S2	-1	protein_coding
X10616.67	ENSG00000114631	PODXL2	127629185	127672802	3	10616-67	3	SL017477	Podocalyxin-like protein 2	PDXL2	Q9NZ53	50512	PODXL2	S1	1	protein_coding
X10618.190	ENSG00000081479	LRP2	169127109	169362534	2	10618-190	3	SL004439	Low-density lipoprotein receptor-related protein 2	megalin	P98164	4036	LRP2	S1	-1	protein_coding
X10620.21	ENSG00000263639	MSMB	46033307	46048180	10	10620-21	3	SL000548	Beta-microseminoprotein	PSP-94	P08118	4477	MSMB	S2	-1	protein_coding
X10621.26	ENSG00000184838	PRR16	120464300	120687332	5	10621-26	3	SL018592	Protein Largen	PRR16	Q569H4	51334	PRR16	S1	1	protein_coding
X10623.19	ENSG00000185499	MUC1	155185824	155192916	1	10623-19	3	SL025933	Mucin-1:region 1	MUC1:region 1	P15941	4582	MUC1	S1	-1	protein_coding
X10624.45	ENSG00000214510	SPINK13	148268180	148286255	5	10624-45	3	SL018582	Serine protease inhibitor Kazal-type 13	ISK13	Q1W4C9	153218	SPINK13	S1	1	protein_coding
X10626.116	ENSG00000184005	ST6GALNAC3	76074746	76634603	1	10626-116	3	SL018611	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	SIA7C	Q8NDV1	256435	ST6GALNAC3	S1	1	protein_coding
X10627.87	ENSG00000084234	APLP2	130068147	130144811	11	10627-87	3	SL007366	Amyloid-like protein 2	APLP2	Q06481	334	APLP2	S2	1	protein_coding
X10630.5	ENSG00000109854	HTATIP2	20363685	20383782	11	10630-5	3	SL007633	Oxidoreductase HTATIP2	HTAI2	Q9BUP3	10553	HTATIP2	S2	1	protein_coding
X10631.9	ENSG00000164040	PGRMC2	128269237	128288829	4	10631-9	3	SL007962	Membrane-associated progesterone receptor component 2	PGRC2	O15173	10424	PGRMC2	S2	-1	protein_coding
X10636.1	ENSG00000163606	CD200R1	112921205	112975103	3	10636-1	3	SL025932	Cell surface glycoprotein CD200 receptor 1:Isoform 4, Cytoplasmic Domain	MO2R1:CD	Q8TD46	131450	CD200R1	S1	-1	protein_coding
X10637.50	ENSG00000116299	ELAPOR1	109113679	109206781	1	10637-50	3	SL025903	UPF0577 protein KIAA1324:Extracellular domain	K1324:ECD	Q6UXG2	57535	ELAPOR1	S1	1	protein_coding
X10638.1	ENSG00000092330	TINF2	24238286	24242663	14	10638-1	3	SL018685	TERF1-interacting nuclear factor 2	TINF2	Q9BSI4	26277	TINF2	S1	-1	protein_coding
X10643.16	ENSG00000118733	OLFM3	101802560	101996926	1	10643-16	3	SL025948	Noelin-3:Isoform 2, C-term	NOE3:C-term	Q96PB7	118427	OLFM3	S2	-1	protein_coding
X10647.18	ENSG00000138303	ASCC1	72096032	72217134	10	10647-18	3	SL017894	Activating signal cointegrator 1 complex subunit 1	ASCC1	Q8N9N2	51008	ASCC1	S2	-1	protein_coding
X10663.42	ENSG00000186480	INSIG1	155297776	155310235	7	10663-42	3	SL018014	Insulin-induced gene 1 protein	INSI1	O15503	3638	INSIG1	S1	1	protein_coding
X10666.7	ENSG00000090581	GNPTG	1351931	1365737	16	10666-7	3	SL012791	N-acetylglucosamine-1-phosphotransferase subunit gamma	GNPTG	Q9UJJ9	84572	GNPTG	S2	1	protein_coding
X10667.78	ENSG00000204006	C1orf185	51102221	51148086	1	10667-78	3	SL018036	Uncharacterized protein C1orf185	CA185	Q5T7R7	284546	C1orf185	S1	1	protein_coding
X10668.5	ENSG00000103496	STX4	31032889	31042975	16	10668-5	3	SL007377	Syntaxin-4	STX4	Q12846	6810	STX4	S2	1	protein_coding
X10670.26	ENSG00000170381	SEMA3E	83363238	83649139	7	10670-26	3	SL010470	Semaphorin-3E	Semaphorin 3E	O15041	9723	SEMA3E	S2	-1	protein_coding
X10672.75	ENSG00000168878	SFTPB	85657314	85668741	2	10672-75	3	SL004483	Pulmonary surfactant-associated protein B	SP-B	P07988	6439	SFTPB	S2	-1	protein_coding
X10675.223	ENSG00000213593	TMX2	57712580	57742987	11	10675-223	3	SL018343	Thioredoxin-related transmembrane protein 2	TMX2	Q9Y320	51075	TMX2	S2	1	protein_coding
X10677.9	ENSG00000065518	NDUFB4	120596328	120602507	3	10677-9	3	SL007990	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	NDUB4	O95168	4710	NDUFB4	S2	1	protein_coding
X10693.43	ENSG00000188883	KLRG2	139452690	139483673	7	10693-43	3	SL025910	Killer cell lectin-like receptor subfamily G member 2:C-term	KLRG2:C-term	A4D1S0	346689	KLRG2	S1	-1	protein_coding
X10695.12	ENSG00000182931	WFDC10B	45684651	45705019	20	10695-12	3	SL012662	Protein WFDC10B	WF10B	Q8IUB3	280664	WFDC10B	S1	-1	protein_coding
X10699.52	ENSG00000123384	LRP1	57128483	57213361	12	10699-52	3	SL018603	Prolow-density lipoprotein receptor-related protein 1	LRP1	Q07954	4035	LRP1	S2	1	protein_coding
X10700.10	ENSG00000144847	IGSF11	118900557	119146068	3	10700-10	3	SL025885	Immunoglobulin superfamily member 11:Cytoplasmic domain	IGS11:CD	Q5DX21	152404	IGSF11	S2	-1	protein_coding
X10702.1	ENSG00000215018	COL28A1	7356203	7535873	7	10702-1	3	SL012521	Collagen alpha-1(XXVIII) chain	COSA1	Q2UY09	340267	COL28A1	S2	-1	protein_coding
X10703.203	ENSG00000111707	SUDS3	118376555	118418033	12	10703-203	3	SL006737	Sin3 histone deacetylase corepressor complex component SDS3	SDS3	Q9H7L9	64426	SUDS3	S2	1	protein_coding
X10704.91	ENSG00000118308	IRAG2	25004342	25108335	12	10704-91	3	SL018605	Lymphoid-restricted membrane protein	LRMP	Q12912	4033	IRAG2	S1	1	protein_coding
X10705.14	ENSG00000184005	ST6GALNAC3	76074746	76634603	1	10705-14	3	SL018611	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	SIA7C	Q8NDV1	256435	ST6GALNAC3	S1	1	protein_coding
X10708.3	ENSG00000125787	GNRH2	3043622	3045747	20	10708-3	3	SL007007	Progonadoliberin-2	GON2	O43555	2797	GNRH2	S1	1	protein_coding
X10710.23	ENSG00000186075	ZPBP2	39868202	39877896	17	10710-23	3	SL012618	Zona pellucida-binding protein 2	ZPBP2	Q6X784	124626	ZPBP2	S1	1	protein_coding
X10713.151	ENSG00000178789	CD300LB	74519000	74531475	17	10713-151	3	SL017073	CMRF35-like molecule 7	CLM7	A8K4G0	124599	CD300LB	S1	-1	protein_coding
X10714.7	ENSG00000159640	ACE	63477061	63498380	17	10714-7	3	SL000269	Angiotensin-converting enzyme	ACE	P12821	1636	ACE	S2	1	protein_coding
X10716.35	ENSG00000095261	PSMD5	120815496	120842951	9	10716-35	3	SL010942	26S proteasome non-ATPase regulatory subunit 5	PSMD5	Q16401	5711	PSMD5	S1	-1	protein_coding
X10721.76	ENSG00000204389	HSPA1A	31815543	31817994	6	10721-76	3	SL000451	Heat shock 70 kDa protein 1A	HSP 70	P0DMV8	3303	HSPA1A	S2	1	protein_coding
X10722.13	ENSG00000165025	SYK	90801787	90898549	9	10722-13	3	SL025912	Tyrosine-protein kinase SYK:Protein kinase domain	KSYK:Protein Kinase	P43405	6850	SYK	S2	1	protein_coding
X10731.10	ENSG00000249853	HS3ST5	114055596	114343023	6	10731-10	3	SL018028	Heparan sulfate glucosamine 3-O-sulfotransferase 5	HS3S5	Q8IZT8	222537	HS3ST5	S2	-1	protein_coding
X10734.339	ENSG00000154252	GAL3ST2	241776822	241804287	2	10734-339	3	SL018126	Galactose-3-O-sulfotransferase 2	G3ST2	Q9H3Q3	64090	GAL3ST2	S2	1	protein_coding
X10737.96	ENSG00000021355	SERPINB1	2832332	2841959	6	10737-96	3	SL005397	Leukocyte elastase inhibitor	Serpin B1	P30740	1992	SERPINB1	S2	-1	protein_coding
X10738.11	ENSG00000140092	FBLN5	91869411	91947987	14	10738-11	3	SL004460	Fibulin-5	fibulin 5	Q9UBX5	10516	FBLN5	S2	-1	protein_coding
X10741.22	ENSG00000184371	CSF1	109910242	109930992	1	10741-22	3	SL002684	Macrophage colony-stimulating factor 1	CSF-1	P09603	1435	CSF1	S2	1	protein_coding
X10743.13	ENSG00000178235	SLITRK1	83877205	83882474	13	10743-13	3	SL008760	SLIT and NTRK-like protein 1	SLIK1	Q96PX8	114798	SLITRK1	S2	-1	protein_coding
X10746.24	ENSG00000050165	DKK3	11956207	12009769	11	10746-24	3	SL009412	Dickkopf-related protein 3	DKK3	Q9UBP4	27122	DKK3	S2	-1	protein_coding
X10748.216	ENSG00000112852	PCDHB2	141094606	141098703	5	10748-216	3	SL018468	Protocadherin beta-2	PCDB2	Q9Y5E7	56133	PCDHB2	S1	1	protein_coding
X10749.18	ENSG00000204389	HSPA1A	31815543	31817994	6	10749-18	3	SL000451	Heat shock 70 kDa protein 1A	HSP 70	P0DMV8	3303	HSPA1A	S2	1	protein_coding
X10752.8	ENSG00000166446	CDYL2	80597907	80804598	16	10752-8	3	SL018591	Chromodomain Y-like protein 2	CDYL2	Q8N8U2	124359	CDYL2	S2	-1	protein_coding
X10753.31	ENSG00000069206	ADAM7	24440930	24526970	8	10753-31	3	SL018585	Disintegrin and metalloproteinase domain-containing protein 7	ADAM7	Q9H2U9	8756	ADAM7	S2	1	protein_coding
X10754.113	ENSG00000163421	PROK2	71771655	71785206	3	10754-113	3	SL005237	Prokineticin-2	Prokineticin-2	Q9HC23	60675	PROK2	S2	-1	protein_coding
X10756.34	ENSG00000178473	UCN3	5364966	5374692	10	10756-34	3	SL012761	Urocortin-3	UCN3	Q969E3	114131	UCN3	S2	1	protein_coding
X10758.2	ENSG00000139330	KERA	91050491	91058024	12	10758-2	3	SL012375	Keratocan	KERA	O60938	11081	KERA	S2	-1	protein_coding
X10760.107	ENSG00000152578	GRIA4	105609535	105982090	11	10760-107	3	SL018367	Glutamate receptor 4	GRIA4	P48058	2893	GRIA4	S2	1	protein_coding
X10761.5	ENSG00000086598	TMED2	123584533	123598582	12	10761-5	3	SL006541	Transmembrane emp24 domain-containing protein 2	TMED2	Q15363	10959	TMED2	S2	1	protein_coding
X10762.2	ENSG00000188883	KLRG2	139452690	139483673	7	10762-2	3	SL025911	Killer cell lectin-like receptor subfamily G member 2:N-term	KLRG2:N-term	A4D1S0	346689	KLRG2	S2	-1	protein_coding
X10767.52	ENSG00000173698	ADGRG2	18989307	19122637	X	10767-52	3	SL018836	G-protein coupled receptor 64	GPR64	Q8IZP9	10149	ADGRG2	S1	-1	protein_coding
X10772.21	ENSG00000169826	CSGALNACT2	43138445	43185302	10	10772-21	3	SL017976	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	CGAT2	Q8N6G5	55454	CSGALNACT2	S1	1	protein_coding
X10780.10	ENSG00000105514	RAB3D	11322068	11346270	19	10780-10	3	SL008723	Ras-related protein Rab-3D	RAB3D	O95716	9545	RAB3D	S1	-1	protein_coding
X10781.19	ENSG00000182566	CLEC4G	7728957	7733906	19	10781-19	3	SL008886	C-type lectin domain family 4 member G	CLC4G	Q6UXB4	339390	CLEC4G	S2	-1	protein_coding
X10785.8	ENSG00000162763	LRRC52	165544000	165563957	1	10785-8	3	SL018337	Leucine-rich repeat-containing protein 52	LRC52	Q8N7C0	440699	LRRC52	S2	1	protein_coding
X10798.4	ENSG00000186407	CD300E	74609878	74623738	17	10798-4	3	SL018456	CMRF35-like molecule 2	CLM2	Q496F6	342510	CD300E	S1	-1	protein_coding
X10800.15	ENSG00000149257	SERPINH1	75562056	75572783	11	10800-15	3	SL003668	Serpin H1	Collagen-binding protein	P50454	871	SERPINH1	S2	1	protein_coding
X10801.11	ENSG00000099617	EFNA2	1285873	1301431	19	10801-11	3	SL004843	Ephrin-A2	Ephrin-A2	O43921	1943	EFNA2	S2	1	protein_coding
X10803.22	ENSG00000204389	HSPA1A	31815543	31817994	6	10803-22	3	SL000451	Heat shock 70 kDa protein 1A	HSP 70	P0DMV8	3303	HSPA1A	S2	1	protein_coding
X10809.14	ENSG00000111796	KLRB1	9594551	9607916	12	10809-14	3	SL018479	Killer cell lectin-like receptor subfamily B member 1	KLRB1	Q12918	3820	KLRB1	S1	-1	protein_coding
X10814.7	ENSG00000158477	CD1A	158254424	158258269	1	10814-7	3	SL016708	T-cell surface glycoprotein CD1a	CD1A	P06126	909	CD1A	S1	1	protein_coding
X10815.2	ENSG00000130956	HABP4	96450169	96491336	9	10815-2	3	SL018601	Intracellular hyaluronan-binding protein 4	HABP4	Q5JVS0	22927	HABP4	S1	1	protein_coding
X10816.150	ENSG00000085514	PILRA	100367530	100400096	7	10816-150	3	SL022717	Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14	PILRA isoform FDF03-M14	Q9UKJ1	29992	PILRA	S2	1	protein_coding
X10817.26	ENSG00000196860	TOMM20L	58395928	58408702	14	10817-26	3	SL018588	TOMM20-like protein 1	TO20L	Q6UXN7	387990	TOMM20L	S2	1	protein_coding
X10818.36	ENSG00000166311	SMPD1	6390440	6394998	11	10818-36	3	SL008921	Sphingomyelin phosphodiesterase	ASM	P17405	6609	SMPD1	S2	1	protein_coding
X10819.108	ENSG00000077942	FBLN1	45502238	45601135	22	10819-108	3	SL004461	Fibulin-1	fibulin 1	P23142	2192	FBLN1	S3	1	protein_coding
X10825.12	ENSG00000176834	VSIG10	118063593	118136026	12	10825-12	3	SL018584	V-set and immunoglobulin domain-containing protein 10	VSI10	Q8N0Z9	54621	VSIG10	S1	-1	protein_coding
X10827.67	ENSG00000220008	LINGO3	2287164	2308154	19	10827-67	3	SL018590	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3	LIGO3	P0C6S8	645191	LINGO3	S2	-1	protein_coding
X10830.5	ENSG00000159658	EFCAB14	46674659	46719146	1	10830-5	3	SL025899	EF-hand calcium-binding domain-containing protein 14:N-term	K0494:N-term	O75071	9813	EFCAB14	S1	-1	protein_coding
X10832.24	ENSG00000118276	B4GALT6	31622246	31685836	18	10832-24	3	SL018597	Beta-1,4-galactosyltransferase 6	B4GT6	Q9UBX8	9331	B4GALT6	S2	-1	protein_coding
X10833.64	ENSG00000164161	HHIP	144646156	144745271	4	10833-64	3	SL012788	Hedgehog-interacting protein	HHIP	Q96QV1	64399	HHIP	S2	1	protein_coding
X10835.25	ENSG00000118017	A4GNT	138123713	138132390	3	10835-25	3	SL018593	Alpha-1,4-N-acetylglucosaminyltransferase	A4GCT	Q9UNA3	51146	A4GNT	S2	-1	protein_coding
X10842.7	ENSG00000176928	GCNT4	75025346	75052558	5	10842-7	3	SL018620	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	GCNT4	Q9P109	51301	GCNT4	S1	-1	protein_coding
X10847.1	ENSG00000197046	SIGLEC15	45825675	45844094	18	10847-1	3	SL018624	Sialic acid-binding Ig-like lectin 15	SIG15	Q6ZMC9	284266	SIGLEC15	S2	1	protein_coding
X10848.137	ENSG00000168903	BTNL3	180988846	181006727	5	10848-137	3	SL018632	Butyrophilin-like protein 3	BTNL3	Q6UXE8	10917	BTNL3	S1	1	protein_coding
X10851.77	ENSG00000105246	EBI3	4229523	4237528	19	10851-77	3	SL007417	Interleukin-27 subunit beta	IL27B	Q14213	10148	EBI3	S2	1	protein_coding
X10852.114	ENSG00000152795	HNRNPDL	82422565	82430462	4	10852-114	3	SL012987	Heterogeneous nuclear ribonucleoprotein D-like	HNRDL	O14979	9987	HNRNPDL	S2	-1	protein_coding
X10854.15	ENSG00000176928	GCNT4	75025346	75052558	5	10854-15	3	SL018620	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	GCNT4	Q9P109	51301	GCNT4	S1	-1	protein_coding
X10855.55	ENSG00000196576	PLXNB2	50274979	50307646	22	10855-55	3	SL009948	Plexin-B2	PLXB2	O15031	23654	PLXNB2	S2	-1	protein_coding
X10866.60	ENSG00000100796	PPP4R3A	91457508	91510554	14	10866-60	3	SL018833	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	P4R3A	Q6IN85	55671	PPP4R3A	S2	-1	protein_coding
X10870.32	ENSG00000021574	SPAST	32063556	32157637	2	10870-32	3	SL025990	Spastin:Microtubule interacting and trafficking domain	Spastin:MIT	Q9UBP0	6683	SPAST	S2	1	protein_coding
X10876.300	ENSG00000106009	BRAT1	2537810	2555694	7	10876-300	3	SL018839	BRCA1-associated ATM activator 1	BRAT1	Q6PJG6	221927	BRAT1	S1	-1	protein_coding
X10880.38	ENSG00000196990	FAM163B	133577081	133609389	9	10880-38	3	SL018034	Protein FAM163B	F163B	P0C2L3	642968	FAM163B	S2	-1	protein_coding
X10882.12	ENSG00000134765	DSC1	31129236	31162856	18	10882-12	3	SL005718	Desmocollin-1	Desmocollin-1	Q08554	1823	DSC1	S1	-1	protein_coding
X10885.36	ENSG00000198663	C6orf89	36871870	36928964	6	10885-36	3	SL016472	Bombesin receptor-activated protein C6orf89	CF089	Q6UWU4	221477	C6orf89	S2	1	protein_coding
X10889.2	ENSG00000135324	MRAP2	84033772	84090881	6	10889-2	3	SL017998	Melanocortin-2 receptor accessory protein 2	MRAP2	Q96G30	112609	MRAP2	S2	1	protein_coding
X10890.135	ENSG00000188501	LCTL	66547179	66565998	15	10890-135	3	SL018026	Lactase-like protein	LCTL	Q6UWM7	197021	LCTL	S1	-1	protein_coding
X10892.8	ENSG00000145623	OSMR	38845858	38945596	5	10892-8	3	SL007619	Oncostatin-M-specific receptor subunit beta	OSMR	Q99650	9180	OSMR	S1	1	protein_coding
X10894.25	ENSG00000079689	SCGN	25652201	25701783	6	10894-25	3	SL005696	Secretagogin	Secretagogin	O76038	10590	SCGN	S1	1	protein_coding
X10895.28	ENSG00000185873	TMPRSS11B	68226653	68245694	4	10895-28	3	SL017961	Transmembrane protease serine 11B	TM11B	Q86T26	132724	TMPRSS11B	S1	-1	protein_coding
X10900.272	ENSG00000104435	STMN2	79611117	79666158	8	10900-272	3	SL013230	Stathmin-2	STMN2	Q93045	11075	STMN2	S2	1	protein_coding
X10902.53	ENSG00000244617	ASPRV1	69960089	69961631	2	10902-53	3	SL018040	Retroviral-like aspartic protease 1	APRV1	Q53RT3	151516	ASPRV1	S2	-1	protein_coding
X10903.50	ENSG00000170310	STX8	9250471	9576591	17	10903-50	3	SL017987	Syntaxin-8	STX8	Q9UNK0	9482	STX8	S2	-1	protein_coding
X10907.116	ENSG00000182667	NTM	131370478	132336822	11	10907-116	3	SL009074	Neurotrimin	NTRI	Q9P121	50863	NTM	S2	1	protein_coding
X10908.2	ENSG00000144278	GALNT13	153871922	154453979	2	10908-2	3	SL017992	Polypeptide N-acetylgalactosaminyltransferase 13	GLT13	Q8IUC8	114805	GALNT13	S2	1	protein_coding
X10910.6	ENSG00000105352	CEACAM4	41619015	41627074	19	10910-6	3	SL018022	Carcinoembryonic antigen-related cell adhesion molecule 4	CEAM4	O75871	1089	CEACAM4	S2	-1	protein_coding
X10916.44	ENSG00000153246	PLA2R1	159932006	160062615	2	10916-44	3	SL013523	Secretory phospholipase A2 receptor	PLA2R	Q13018	22925	PLA2R1	S2	-1	protein_coding
X10917.40	ENSG00000167083	GNGT2	49202791	49210574	17	10917-40	3	SL006983	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2	GBGT2	O14610	2793	GNGT2	S1	-1	protein_coding
X10924.258	ENSG00000167740	CYB5D2	4143168	4187310	17	10924-258	3	SL018077	Neuferricin	NEUFC	Q8WUJ1	124936	CYB5D2	S1	1	protein_coding
X10933.107	ENSG00000183166	CALN1	71779491	72447151	7	10933-107	3	SL018094	Calcium-binding protein 8	CABP8	Q9BXU9	83698	CALN1	S1	-1	protein_coding
X10938.13	ENSG00000116815	CD58	116514534	116571039	1	10938-13	3	SL003442	Lymphocyte function-associated antigen 3	sLFA-3	P19256	965	CD58	S2	-1	protein_coding
X10939.16	ENSG00000105559	PLEKHA4	48837092	48868617	19	10939-16	3	SL018105	Pleckstrin homology domain-containing family A member 4	PKHA4	Q9H4M7	57664	PLEKHA4	S1	-1	protein_coding
X10940.25	ENSG00000185739	SRL	4189374	4242080	16	10940-25	3	SL008242	Sarcalumenin	SRCA	Q86TD4	6345	SRL	S2	-1	protein_coding
X10945.11	ENSG00000135823	STX6	180972712	181023121	1	10945-11	3	SL006065	Syntaxin-6	Syntaxin-6	O43752	10228	STX6	S2	-1	protein_coding
X10948.14	ENSG00000105223	PLD3	40348456	40389472	19	10948-14	3	SL008958	Phospholipase D3	PLD3	Q8IV08	23646	PLD3	S2	1	protein_coding
X10949.59	ENSG00000177600	RPLP2	805438	812883	11	10949-59	3	SL008009	60S acidic ribosomal protein P2	RLA2	P05387	6181	RPLP2	S1	1	protein_coding
X10953.14	ENSG00000188393	CLEC2A	9898673	9932370	12	10953-14	3	SL018252	C-type lectin domain family 2 member A	CLC2A	Q6UVW9	387836	CLEC2A	S1	-1	protein_coding
X10955.4	ENSG00000132514	CLEC10A	7074537	7080307	17	10955-4	3	SL014095	C-type lectin domain family 10 member A	CLC10	Q8IUN9	10462	CLEC10A	S1	-1	protein_coding
X10956.82	ENSG00000140905	GCSH	81081945	81096395	16	10956-82	3	SL009212	Glycine cleavage system H protein, mitochondrial	GCSH	P23434	2653	GCSH	S2	-1	protein_coding
X10959.125	ENSG00000177951	BET1L	167784	207399	11	10959-125	3	SL005478	BET1-like protein	BET1L	Q9NYM9	51272	BET1L	S1	-1	protein_coding
X10961.15	ENSG00000133321	PLAAT4	63536808	63548808	11	10961-15	3	SL015329	Retinoic acid receptor responder protein 3	TIG3	Q9UL19	5920	PLAAT4	S1	1	protein_coding
X10966.1	ENSG00000145192	AHSG	186613060	186621318	3	10966-1	3	SL000251	Alpha-2-HS-glycoprotein	a2-HS-Glycoprotein	P02765	197	AHSG	S2	1	protein_coding
X10967.12	ENSG00000172179	PRL	22287244	22302826	6	10967-12	3	SL000546	Prolactin	PRL	P01236	5617	PRL	S2	-1	protein_coding
X10970.3	ENSG00000156219	ART3	76011184	76114048	4	10970-3	3	SL018330	Ecto-ADP-ribosyltransferase 3	NAR3	Q13508	419	ART3	S2	1	protein_coding
X10974.20	ENSG00000145879	SPINK7	148312419	148315922	5	10974-20	3	SL012454	Serine protease inhibitor Kazal-type 7	ISK7	P58062	84651	SPINK7	S2	1	protein_coding
X10975.59	ENSG00000172551	MUCL1	54830518	54896008	12	10975-59	3	SL008738	Mucin-like protein 1	MUCL1	Q96DR8	118430	MUCL1	S1	1	protein_coding
X10976.44	ENSG00000185499	MUC1	155185824	155192916	1	10976-44	3	SL025935	Mucin-1:region 3	MUC1:region 3	P15941	4582	MUC1	S1	-1	protein_coding
X10977.55	ENSG00000165623	UCMA	13221766	13234374	10	10977-55	3	SL017252	Unique cartilage matrix-associated protein	UCMA	Q8WVF2	221044	UCMA	S2	-1	protein_coding
X10978.39	ENSG00000136487	GH2	63880215	63881944	17	10978-39	3	SL009327	Growth hormone variant	SOM2	P01242	2689	GH2	S1	-1	protein_coding
X10980.11	ENSG00000087085	ACHE	100889994	100896974	7	10980-11	3	SL007155	Acetylcholinesterase	ACES	P22303	43	ACHE	S2	-1	protein_coding
X10981.56	ENSG00000185737	NRG3	81875194	82987179	10	10981-56	3	SL013799	Pro-neuregulin-3, membrane-bound isoform	NRG3	P56975	10718	NRG3	S2	1	protein_coding
X10990.21	ENSG00000188906	LRRK2	40196744	40369285	12	10990-21	3	SL017128	Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	Q5S007	120892	LRRK2	S2	1	protein_coding
X11067.13	ENSG00000242252	BGLAP	156242184	156243317	1	11067-13	3	SL001791	Osteocalcin	Osteocalcin	P02818	632	BGLAP	S2	1	protein_coding
X11071.1	ENSG00000113525	IL5	132541445	132556838	5	11071-1	3	SL000481	Interleukin-5	IL-5	P05113	3567	IL5	S1	-1	protein_coding
X11081.1	ENSG00000167588	GPD1	50103982	50111313	12	11081-1	3	SL007151	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	GPDA	P21695	2819	GPD1	S2	1	protein_coding
X11083.23	ENSG00000111674	ENO2	6913745	6923698	12	11083-23	3	SL001731	Gamma-enolase	NSE	P09104	2026	ENO2	S2	1	protein_coding
X11089.7	ENSG00000211895	IGHA1	105703995	105708665	14	11089-7	3	SL000459	Immunoglobulin A	IgA	P01876|P01877	3493	IGHA1|IGHA2	S2	-1	IG_C_gene
